data;

param num_top:=30;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 2 4 13 14 15 18;
set Nl[2] := 4 5 9 12 17 21;
set Nl[3] := 5 7 8 14 15 21;
set Nl[4] := 7 14 15 17 18 19;
set Nl[5] := 3 5 8 11 14 22;
set Nl[6] := 2 9 13 14 16 17;
set Nl[7] := 2 8 13 15 17 18;
set Nl[8] := 12 14 16 20 21 23;
set Nl[9] := 5 10 12 15 19 21;
set Nl[10] := 3 12 14 15 21 23;
set Nl[11] := 2 3 8 9 17 22;
set Nl[12] := 2 5 9 16 18 19;
set Nl[13] := 3 7 11 15 19 20;
set Nl[14] := 3 7 13 14 20 22;
set Nl[15] := 5 8 10 11 13 16;
set Nl[16] := 1 8 14 16 18 22;
set Nl[17] := 4 10 13 14 16 20;
set Nl[18] := 5 6 14 15 17 18;
set Nl[19] := 2 4 6 10 13 23;
set Nl[20] := 2 6 10 13 18 23;
set Nl[21] := 4 8 15 16 22 23;
set Nl[22] := 5 6 7 10 15 23;
set Nl[23] := 5 9 14 15 19 20;
set Nl[24] := 5 6 12 13 22 23;
set Nl[25] := 2 3 6 11 18 20;
set Nl[26] := 6 8 9 18 20 21;
set Nl[27] := 3 4 5 7 13 15;
set Nl[28] := 1 5 11 12 15 20;
set Nl[29] := 2 7 10 13 20 22;
set Nl[30] := 1 8 13 16 20 22;

set El[1] := (2,14) (4,14) (4,15) (13,15) (13,18) (2,18) (14,18) (2,15) (15,18) (4,13);
set El[2] := (4,5) (5,9) (9,12) (12,17) (17,21) (4,21) (4,17) (4,9) (12,21) (9,17);
set El[3] := (5,14) (8,14) (8,21) (7,21) (7,15) (5,15) (14,15) (5,8) (5,7) (14,21);
set El[4] := (7,17) (14,17) (14,18) (15,18) (15,19) (7,19) (17,19) (18,19) (7,14) (17,18);
set El[5] := (3,11) (5,11) (5,14) (8,14) (8,22) (3,22) (3,14) (11,22) (8,11) (5,8);
set El[6] := (2,9) (9,13) (13,14) (14,16) (16,17) (2,17) (2,14) (9,17) (13,16) (9,16);
set El[7] := (2,8) (8,13) (13,15) (15,17) (17,18) (2,18) (13,17) (2,13) (2,15) (2,17);
set El[8] := (12,14) (14,16) (16,20) (20,21) (21,23) (12,23) (12,20) (14,23) (12,16) (14,20);
set El[9] := (5,15) (10,15) (10,19) (12,19) (12,21) (5,21) (5,19) (12,15) (10,12) (15,21);
set El[10] := (3,12) (12,14) (14,15) (15,21) (21,23) (3,23) (3,21) (15,23) (3,15) (12,21);
set El[11] := (2,9) (3,9) (3,17) (8,17) (8,22) (2,22) (3,22) (2,17) (8,9) (9,22);
set El[12] := (2,16) (5,16) (5,18) (9,18) (9,19) (2,19) (5,9) (16,19) (9,16) (5,19);
set El[13] := (3,7) (7,11) (11,15) (15,19) (19,20) (3,20) (15,20) (3,11) (7,20) (7,15);
set El[14] := (3,14) (13,14) (13,22) (7,22) (7,20) (3,20) (7,14) (3,22) (14,22) (14,20);
set El[15] := (5,11) (8,11) (8,13) (10,13) (10,16) (5,16) (5,8) (8,16) (13,16) (11,13);
set El[16] := (1,16) (14,16) (14,22) (8,22) (8,18) (1,18) (1,14) (16,22) (1,22) (8,16);
set El[17] := (4,10) (10,13) (13,14) (14,16) (16,20) (4,20) (14,20) (10,14) (10,16) (10,20);
set El[18] := (5,15) (6,15) (6,17) (14,17) (14,18) (5,18) (17,18) (6,18) (5,14) (5,17);
set El[19] := (2,10) (4,10) (4,13) (6,13) (6,23) (2,23) (4,6) (10,23) (4,23) (10,13);
set El[20] := (2,13) (6,13) (6,18) (10,18) (10,23) (2,23) (13,23) (2,6) (18,23) (13,18);
set El[21] := (4,15) (15,23) (22,23) (8,22) (8,16) (4,16) (15,22) (8,15) (8,23) (15,16);
set El[22] := (5,10) (6,10) (6,15) (7,15) (7,23) (5,23) (6,7) (5,7) (10,23) (5,15);
set El[23] := (5,9) (9,14) (14,15) (15,19) (19,20) (5,20) (9,19) (9,20) (14,19) (5,14);
set El[24] := (5,6) (6,12) (12,13) (13,22) (22,23) (5,23) (5,22) (12,23) (5,12) (6,23);
set El[25] := (2,11) (3,11) (3,18) (6,18) (6,20) (2,20) (2,18) (6,11) (3,6) (3,20);
set El[26] := (6,18) (9,18) (9,21) (8,21) (8,20) (6,20) (8,9) (6,8) (18,20) (8,18);
set El[27] := (3,7) (4,7) (4,13) (5,13) (5,15) (3,15) (4,15) (13,15) (3,4) (3,13);
set El[28] := (1,12) (5,12) (5,15) (11,15) (11,20) (1,20) (15,20) (1,5) (12,20) (1,15);
set El[29] := (2,13) (10,13) (10,22) (7,22) (7,20) (2,20) (13,20) (2,10) (7,10) (7,13);
set El[30] := (1,16) (13,16) (13,22) (8,22) (8,20) (1,20) (8,13) (20,22) (1,13) (16,20);
