data;

param num_top:=5;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 23 11 1 10 17 6 ;
set Nl[2] := 19 5 12 16 15 7 ;
set Nl[3] := 5 16 23 18 14 9 ;
set Nl[4] := 18 17 15 19 20 14 ;
set Nl[5] := 15 2 18 20 16 12 ;

set El[1] := (11,23) (1,11) (1,10) (10,17) (6,17) (6,23) ;
set El[2] := (5,19) (5,12) (12,16) (15,16) (7,15) (7,19) ;
set El[3] := (5,16) (16,23) (18,23) (14,18) (9,14) (5,9) ;
set El[4] := (17,18) (15,17) (15,19) (19,20) (14,20) (14,18) ;
set El[5] := (2,15) (2,18) (18,20) (16,20) (12,16) (12,15) ;
