data;

param num_top:=12;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 8 10 11 18 20 23;
set Nl[2] := 2 5 6 7 18 20;
set Nl[3] := 1 7 12 14 18 23;
set Nl[4] := 7 11 12 14 15 22;
set Nl[5] := 3 5 7 13 15 22;
set Nl[6] := 5 6 12 13 14 15;
set Nl[7] := 4 9 13 17 21 23;
set Nl[8] := 6 9 10 12 17 22;
set Nl[9] := 4 9 10 13 16 17;
set Nl[10] := 5 8 9 10 14 21;
set Nl[11] := 4 5 10 11 18 19;
set Nl[12] := 3 7 11 12 18 20;

set El[1] := (8,18) (10,18) (10,20) (11,20) (11,23) (8,23) (20,23) (10,23);
set El[2] := (2,5) (5,6) (6,7) (7,18) (18,20) (2,20) (7,20) (6,20);
set El[3] := (1,14) (12,14) (12,23) (7,23) (7,18) (1,18) (1,7) (1,23);
set El[4] := (7,14) (11,14) (11,15) (12,15) (12,22) (7,22) (12,14) (14,15);
set El[5] := (3,13) (5,13) (5,15) (7,15) (7,22) (3,22) (13,15) (3,15);
set El[6] := (5,13) (6,13) (6,14) (12,14) (12,15) (5,15) (5,12) (13,15);
set El[7] := (4,9) (9,13) (13,17) (17,21) (21,23) (4,23) (4,21) (17,23);
set El[8] := (6,12) (9,12) (9,17) (10,17) (10,22) (6,22) (9,10) (6,17);
set El[9] := (4,13) (9,13) (9,16) (10,16) (10,17) (4,17) (13,16) (9,10);
set El[10] := (5,10) (9,10) (9,21) (8,21) (8,14) (5,14) (8,10) (9,14);
set El[11] := (4,11) (5,11) (5,18) (10,18) (10,19) (4,19) (4,18) (5,10);
set El[12] := (3,12) (7,12) (7,18) (11,18) (11,20) (3,20) (3,11) (3,18);
