data;

param num_top:=15;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 7 13 14 17;
set Nl[2] := 5 8 16 21 23;
set Nl[3] := 4 5 6 17 18;
set Nl[4] := 5 8 10 13 17;
set Nl[5] := 1 10 12 15 18;
set Nl[6] := 3 6 13 15 19;
set Nl[7] := 1 3 10 15 19;
set Nl[8] := 1 5 6 14 21;
set Nl[9] := 1 6 11 17 20;
set Nl[10] := 13 16 17 21 23;
set Nl[11] := 8 11 13 19 21;
set Nl[12] := 5 9 15 18 23;
set Nl[13] := 1 5 18 19 22;
set Nl[14] := 3 12 16 19 21;
set Nl[15] := 7 9 14 16 22;

set El[1] := (3,7) (7,17) (14,17) (13,14) (3,13) (7,13) (3,17) (7,14);
set El[2] := (5,8) (8,23) (21,23) (16,21) (5,16) (8,16) (5,23) (16,23);
set El[3] := (4,5) (5,18) (17,18) (6,17) (4,6) (6,18) (5,6) (4,18);
set El[4] := (5,8) (8,17) (13,17) (10,13) (5,10) (8,13) (10,17) (8,10);
set El[5] := (1,10) (10,18) (15,18) (12,15) (1,12) (12,18) (1,15) (10,15);
set El[6] := (3,6) (6,19) (15,19) (13,15) (3,13) (13,19) (3,19) (3,15);
set El[7] := (1,3) (3,19) (15,19) (10,15) (1,10) (1,19) (3,10) (10,19);
set El[8] := (1,5) (5,21) (14,21) (6,14) (1,6) (1,21) (1,14) (5,6);
set El[9] := (1,6) (6,20) (17,20) (11,17) (1,11) (1,20) (11,20) (1,17);
set El[10] := (13,16) (16,23) (21,23) (17,21) (13,17) (13,21) (17,23) (16,17);
set El[11] := (8,13) (11,13) (11,19) (19,21) (8,21) (8,11) (13,19) (8,19);
set El[12] := (5,9) (9,23) (18,23) (15,18) (5,15) (5,23) (9,18) (5,18);
set El[13] := (1,5) (5,22) (19,22) (18,19) (1,18) (5,18) (18,22) (1,22);
set El[14] := (3,12) (12,21) (19,21) (16,19) (3,16) (3,19) (12,16) (16,21);
set El[15] := (7,14) (9,14) (9,16) (16,22) (7,22) (14,16) (7,16) (14,22);
