data;

param num_top:=10;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 2 4 5 15 19;
set Nl[2] := 11 13 14 18 19;
set Nl[3] := 1 3 5 14 20;
set Nl[4] := 2 3 8 13 23;
set Nl[5] := 5 6 12 17 20;
set Nl[6] := 2 7 17 20 22;
set Nl[7] := 1 2 7 13 17;
set Nl[8] := 1 3 4 8 18;
set Nl[9] := 7 10 13 15 17;
set Nl[10] := 3 4 17 21 23;

set El[1] := (2,4) (4,19) (15,19) (5,15) (2,5) (4,5) (2,19) (2,15) (5,19) (4,15);
set El[2] := (11,13) (13,19) (18,19) (14,18) (11,14) (14,19) (13,18) (11,18) (13,14) (11,19);
set El[3] := (1,3) (3,20) (14,20) (5,14) (1,5) (1,14) (1,20) (3,5) (3,14) (5,20);
set El[4] := (2,3) (3,13) (13,23) (8,23) (2,8) (2,23) (8,13) (3,23) (3,8) (2,13);
set El[5] := (5,6) (6,20) (17,20) (12,17) (5,12) (5,20) (6,12) (6,17) (12,20) (5,17);
set El[6] := (2,7) (7,22) (20,22) (17,20) (2,17) (7,20) (2,22) (17,22) (7,17) (2,20);
set El[7] := (1,2) (2,13) (13,17) (7,17) (1,7) (2,17) (1,17) (1,13) (7,13) (2,7);
set El[8] := (1,3) (3,18) (8,18) (4,8) (1,4) (3,4) (3,8) (4,18) (1,18) (1,8);
set El[9] := (7,10) (10,17) (15,17) (13,15) (7,13) (13,17) (7,17) (10,15) (7,15) (10,13);
set El[10] := (3,4) (4,23) (21,23) (17,21) (3,17) (17,23) (3,23) (4,17) (3,21) (4,21);
