data;

param num_top:=25;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 14 18 19 22;
set Nl[2] := 3 10 15 17 19;
set Nl[3] := 9 12 16 18 20;
set Nl[4] := 1 9 11 15 23;
set Nl[5] := 1 6 7 14 19;
set Nl[6] := 5 8 11 17 19;
set Nl[7] := 4 7 18 20 23;
set Nl[8] := 7 11 12 15 21;
set Nl[9] := 1 6 14 19 20;
set Nl[10] := 1 4 6 10 11;
set Nl[11] := 12 14 16 17 20;
set Nl[12] := 1 4 7 10 20;
set Nl[13] := 2 11 12 16 22;
set Nl[14] := 1 11 14 15 20;
set Nl[15] := 1 6 11 20 23;
set Nl[16] := 6 7 10 17 22;
set Nl[17] := 1 5 7 10 17;
set Nl[18] := 1 4 8 15 20;
set Nl[19] := 1 4 6 8 21;
set Nl[20] := 6 7 15 16 18;
set Nl[21] := 6 9 12 19 20;
set Nl[22] := 2 11 14 20 22;
set Nl[23] := 2 9 11 20 21;
set Nl[24] := 7 12 14 15 17;
set Nl[25] := 1 7 9 11 22;

set El[1] := (1,14) (14,22) (19,22) (18,19) (1,18);
set El[2] := (3,10) (10,19) (17,19) (15,17) (3,15);
set El[3] := (9,12) (12,20) (18,20) (16,18) (9,16);
set El[4] := (1,9) (9,23) (15,23) (11,15) (1,11);
set El[5] := (1,6) (6,19) (14,19) (7,14) (1,7);
set El[6] := (5,8) (8,19) (17,19) (11,17) (5,11);
set El[7] := (4,7) (7,23) (20,23) (18,20) (4,18);
set El[8] := (7,12) (11,12) (11,15) (15,21) (7,21);
set El[9] := (1,6) (6,20) (19,20) (14,19) (1,14);
set El[10] := (1,4) (4,11) (10,11) (6,10) (1,6);
set El[11] := (12,14) (14,20) (17,20) (16,17) (12,16);
set El[12] := (1,4) (4,20) (10,20) (7,10) (1,7);
set El[13] := (2,11) (11,22) (16,22) (12,16) (2,12);
set El[14] := (1,11) (11,20) (15,20) (14,15) (1,14);
set El[15] := (1,6) (6,23) (20,23) (11,20) (1,11);
set El[16] := (6,7) (7,22) (17,22) (10,17) (6,10);
set El[17] := (1,5) (5,17) (10,17) (7,10) (1,7);
set El[18] := (1,4) (4,20) (15,20) (8,15) (1,8);
set El[19] := (1,4) (4,21) (8,21) (6,8) (1,6);
set El[20] := (6,7) (7,18) (16,18) (15,16) (6,15);
set El[21] := (6,9) (9,20) (19,20) (12,19) (6,12);
set El[22] := (2,11) (11,22) (20,22) (14,20) (2,14);
set El[23] := (2,9) (9,21) (20,21) (11,20) (2,11);
set El[24] := (7,12) (12,17) (15,17) (14,15) (7,14);
set El[25] := (1,7) (7,22) (11,22) (9,11) (1,9);
