data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 6 8 9 11 17;
set Nl[2] := 3 5 7 9 10 23;
set Nl[3] := 7 8 16 17 19 23;
set Nl[4] := 4 5 9 20 21 22;
set Nl[5] := 1 2 8 15 18 23;
set Nl[6] := 2 10 14 16 17 19;
set Nl[7] := 1 8 20 21 22 23;
set Nl[8] := 2 5 7 15 17 20;
set Nl[9] := 4 5 11 15 20 21;
set Nl[10] := 5 6 11 12 17 23;
set Nl[11] := 2 8 11 15 16 23;
set Nl[12] := 6 7 11 12 16 20;
set Nl[13] := 3 4 8 10 12 18;
set Nl[14] := 2 3 6 14 16 19;
set Nl[15] := 15 16 19 21 22 23;
set Nl[16] := 7 11 12 14 18 19;
set Nl[17] := 1 3 4 10 19 21;
set Nl[18] := 1 3 4 5 12 18;

set El[1] := (1,6) (6,8) (8,9) (9,11) (11,17) (1,17) (8,11) (6,11) (8,17) (6,9) (1,11) (1,8) (9,17) (6,17);
set El[2] := (3,9) (5,9) (5,10) (7,10) (7,23) (3,23) (9,23) (10,23) (5,23) (3,7) (5,7) (3,10) (7,9) (3,5);
set El[3] := (7,8) (8,16) (16,17) (17,19) (19,23) (7,23) (7,16) (8,23) (17,23) (8,19) (16,23) (8,17) (16,19) (7,17);
set El[4] := (4,5) (5,9) (9,20) (20,21) (21,22) (4,22) (4,9) (4,21) (20,22) (4,20) (5,20) (5,21) (5,22) (9,22);
set El[5] := (1,15) (2,15) (2,18) (8,18) (8,23) (1,23) (2,8) (2,23) (18,23) (1,2) (1,18) (15,23) (15,18) (8,15);
set El[6] := (2,10) (10,14) (14,16) (16,17) (17,19) (2,19) (14,17) (10,19) (10,16) (10,17) (16,19) (2,14) (2,17) (2,16);
set El[7] := (1,20) (8,20) (8,22) (22,23) (21,23) (1,21) (1,8) (8,21) (8,23) (1,23) (20,23) (1,22) (20,22) (21,22);
set El[8] := (2,5) (5,7) (7,15) (15,17) (17,20) (2,20) (2,15) (7,20) (2,7) (5,17) (5,15) (7,17) (5,20) (2,17);
set El[9] := (4,15) (5,15) (5,20) (11,20) (11,21) (4,21) (20,21) (4,20) (11,15) (4,5) (4,11) (15,21) (15,20) (5,11);
set El[10] := (5,12) (6,12) (6,17) (11,17) (11,23) (5,23) (5,11) (11,12) (5,6) (12,17) (6,23) (5,17) (17,23) (12,23);
set El[11] := (2,15) (11,15) (11,23) (8,23) (8,16) (2,16) (11,16) (2,23) (15,16) (8,15) (2,8) (2,11) (8,11) (15,23);
set El[12] := (6,12) (7,12) (7,16) (11,16) (11,20) (6,20) (16,20) (6,11) (12,16) (7,11) (6,7) (11,12) (7,20) (12,20);
set El[13] := (3,10) (4,10) (4,12) (8,12) (8,18) (3,18) (10,18) (8,10) (12,18) (4,8) (3,4) (10,12) (3,12) (3,8);
set El[14] := (2,3) (3,6) (6,14) (14,16) (16,19) (2,19) (2,14) (6,19) (14,19) (6,16) (2,16) (3,14) (3,16) (2,6);
set El[15] := (15,16) (16,19) (19,21) (21,22) (22,23) (15,23) (16,23) (15,21) (19,23) (16,22) (21,23) (15,19) (15,22) (16,21);
set El[16] := (7,11) (11,12) (12,14) (14,18) (18,19) (7,19) (12,19) (11,19) (11,18) (14,19) (7,14) (11,14) (7,12) (7,18);
set El[17] := (1,10) (3,10) (3,19) (4,19) (4,21) (1,21) (1,4) (10,21) (1,19) (4,10) (19,21) (10,19) (3,4) (3,21);
set El[18] := (1,5) (3,5) (3,12) (4,12) (4,18) (1,18) (5,12) (5,18) (1,3) (1,12) (3,18) (12,18) (1,4) (3,4);
