data;

param num_top:=12;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 4 8 11 19 22;
set Nl[2] := 1 8 11 12 19 23;
set Nl[3] := 1 4 6 9 14 23;
set Nl[4] := 1 3 7 15 18 19;
set Nl[5] := 6 7 11 12 18 21;
set Nl[6] := 8 10 13 19 22 23;
set Nl[7] := 1 6 7 12 18 22;
set Nl[8] := 3 4 6 7 14 19;
set Nl[9] := 1 7 10 16 17 21;
set Nl[10] := 1 4 10 13 14 16;
set Nl[11] := 8 12 14 16 18 19;
set Nl[12] := 4 7 11 12 15 17;

set El[1] := (1,11) (4,11) (4,19) (8,19) (8,22) (1,22) (1,4) (8,11) (1,8) (1,19) (11,22) (4,22) (19,22);
set El[2] := (1,12) (11,12) (11,23) (8,23) (8,19) (1,19) (12,19) (19,23) (8,12) (12,23) (8,11) (11,19) (1,23);
set El[3] := (1,9) (4,9) (4,14) (6,14) (6,23) (1,23) (1,14) (9,23) (14,23) (1,4) (1,6) (4,6) (9,14);
set El[4] := (1,15) (3,15) (3,18) (7,18) (7,19) (1,19) (18,19) (1,7) (1,3) (3,19) (15,18) (3,7) (15,19);
set El[5] := (6,12) (11,12) (11,21) (7,21) (7,18) (6,18) (12,18) (11,18) (6,21) (7,11) (6,11) (12,21) (18,21);
set El[6] := (8,10) (10,13) (13,19) (19,22) (22,23) (8,23) (19,23) (10,22) (13,23) (8,22) (13,22) (8,13) (10,19);
set El[7] := (1,12) (6,12) (6,18) (7,18) (7,22) (1,22) (18,22) (1,18) (1,7) (6,22) (12,18) (1,6) (12,22);
set El[8] := (3,7) (4,7) (4,14) (6,14) (6,19) (3,19) (3,14) (7,19) (7,14) (3,4) (3,6) (6,7) (4,19);
set El[9] := (1,16) (10,16) (10,21) (7,21) (7,17) (1,17) (7,10) (10,17) (17,21) (1,7) (16,17) (7,16) (1,21);
set El[10] := (1,13) (4,13) (4,14) (10,14) (10,16) (1,16) (13,14) (1,4) (13,16) (1,14) (14,16) (4,16) (4,10);
set El[11] := (8,16) (12,16) (12,18) (14,18) (14,19) (8,19) (14,16) (16,18) (8,18) (18,19) (8,12) (12,14) (8,14);
set El[12] := (4,12) (7,12) (7,15) (11,15) (11,17) (4,17) (12,15) (7,17) (4,15) (15,17) (11,12) (12,17) (4,11);
