data;

param num_top:=20;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 13 19 22 23;
set Nl[2] := 3 4 7 18 21;
set Nl[3] := 6 10 14 16 20;
set Nl[4] := 4 11 16 19 22;
set Nl[5] := 7 14 20 21 23;
set Nl[6] := 3 5 8 10 16;
set Nl[7] := 8 13 16 17 22;
set Nl[8] := 1 2 3 18 20;
set Nl[9] := 3 4 6 12 15;
set Nl[10] := 10 12 16 17 19;
set Nl[11] := 3 12 16 18 21;
set Nl[12] := 8 11 13 15 17;
set Nl[13] := 2 3 5 7 17;
set Nl[14] := 2 9 15 21 22;
set Nl[15] := 1 2 7 16 20;
set Nl[16] := 4 6 9 22 23;
set Nl[17] := 2 4 9 13 20;
set Nl[18] := 1 11 12 22 23;
set Nl[19] := 1 5 10 12 16;
set Nl[20] := 6 8 10 11 13;

set El[1] := (1,13) (13,23) (22,23) (19,22) (1,19);
set El[2] := (3,4) (4,18) (18,21) (7,21) (3,7);
set El[3] := (6,10) (10,20) (16,20) (14,16) (6,14);
set El[4] := (4,11) (11,22) (19,22) (16,19) (4,16);
set El[5] := (7,20) (14,20) (14,21) (21,23) (7,23);
set El[6] := (3,5) (5,16) (10,16) (8,10) (3,8);
set El[7] := (8,16) (13,16) (13,17) (17,22) (8,22);
set El[8] := (1,2) (2,20) (18,20) (3,18) (1,3);
set El[9] := (3,4) (4,15) (12,15) (6,12) (3,6);
set El[10] := (10,12) (12,19) (17,19) (16,17) (10,16);
set El[11] := (3,12) (12,21) (18,21) (16,18) (3,16);
set El[12] := (8,11) (11,17) (15,17) (13,15) (8,13);
set El[13] := (2,3) (3,17) (7,17) (5,7) (2,5);
set El[14] := (2,9) (9,22) (21,22) (15,21) (2,15);
set El[15] := (1,2) (2,20) (16,20) (7,16) (1,7);
set El[16] := (4,6) (6,23) (22,23) (9,22) (4,9);
set El[17] := (2,4) (4,20) (13,20) (9,13) (2,9);
set El[18] := (1,11) (11,23) (22,23) (12,22) (1,12);
set El[19] := (1,5) (5,16) (12,16) (10,12) (1,10);
set El[20] := (6,8) (8,13) (11,13) (10,11) (6,10);
