data;

param num_top:=24;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 5 12 13 15 21 22;
set Nl[2] := 1 8 17 21 22 23;
set Nl[3] := 5 6 12 16 17 18;
set Nl[4] := 7 10 11 14 19 20;
set Nl[5] := 3 11 12 17 18 19;
set Nl[6] := 2 3 7 9 18 21;
set Nl[7] := 1 2 3 4 8 14;
set Nl[8] := 4 13 14 16 18 22;
set Nl[9] := 8 9 15 18 20 22;
set Nl[10] := 1 2 3 6 11 16;
set Nl[11] := 2 10 13 15 20 22;
set Nl[12] := 7 9 13 19 20 21;
set Nl[13] := 3 15 16 19 21 22;
set Nl[14] := 6 8 14 16 18 22;
set Nl[15] := 4 5 14 17 20 21;
set Nl[16] := 4 6 9 11 15 22;
set Nl[17] := 8 9 12 16 20 21;
set Nl[18] := 3 6 15 19 22 23;
set Nl[19] := 1 5 9 15 19 23;
set Nl[20] := 5 6 9 11 12 22;
set Nl[21] := 3 10 14 19 20 22;
set Nl[22] := 2 3 8 9 14 19;
set Nl[23] := 5 7 14 18 20 22;
set Nl[24] := 6 13 18 20 21 23;

set El[1] := (5,12) (12,13) (13,15) (15,21) (21,22) (5,22);
set El[2] := (1,17) (8,17) (8,22) (22,23) (21,23) (1,21);
set El[3] := (5,16) (6,16) (6,17) (12,17) (12,18) (5,18);
set El[4] := (7,10) (10,11) (11,14) (14,19) (19,20) (7,20);
set El[5] := (3,11) (11,12) (12,17) (17,18) (18,19) (3,19);
set El[6] := (2,9) (3,9) (3,18) (7,18) (7,21) (2,21);
set El[7] := (1,4) (2,4) (2,8) (3,8) (3,14) (1,14);
set El[8] := (4,16) (13,16) (13,18) (14,18) (14,22) (4,22);
set El[9] := (8,18) (9,18) (9,20) (15,20) (15,22) (8,22);
set El[10] := (1,6) (2,6) (2,11) (3,11) (3,16) (1,16);
set El[11] := (2,10) (10,13) (13,15) (15,20) (20,22) (2,22);
set El[12] := (7,19) (9,19) (9,20) (13,20) (13,21) (7,21);
set El[13] := (3,15) (15,16) (16,19) (19,21) (21,22) (3,22);
set El[14] := (6,16) (14,16) (14,22) (8,22) (8,18) (6,18);
set El[15] := (4,17) (5,17) (5,20) (14,20) (14,21) (4,21);
set El[16] := (4,11) (6,11) (6,15) (9,15) (9,22) (4,22);
set El[17] := (8,16) (9,16) (9,20) (12,20) (12,21) (8,21);
set El[18] := (3,6) (6,15) (15,19) (19,22) (22,23) (3,23);
set El[19] := (1,15) (5,15) (5,19) (9,19) (9,23) (1,23);
set El[20] := (5,11) (6,11) (6,12) (9,12) (9,22) (5,22);
set El[21] := (3,19) (10,19) (10,20) (14,20) (14,22) (3,22);
set El[22] := (2,9) (3,9) (3,14) (8,14) (8,19) (2,19);
set El[23] := (5,18) (14,18) (14,22) (7,22) (7,20) (5,20);
set El[24] := (6,13) (13,18) (18,20) (20,21) (21,23) (6,23);
