data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 8 11 12 15 19 22;
set Nl[2] := 3 7 11 12 20 21;
set Nl[3] := 2 7 10 13 14 16;
set Nl[4] := 2 11 12 13 15 21;
set Nl[5] := 1 6 13 15 16 23;
set Nl[6] := 5 6 14 18 19 23;
set Nl[7] := 1 7 11 14 15 18;
set Nl[8] := 5 11 13 15 17 23;
set Nl[9] := 1 6 10 14 19 23;
set Nl[10] := 1 11 12 15 18 22;
set Nl[11] := 1 5 6 8 10 13;
set Nl[12] := 3 7 11 12 16 17;
set Nl[13] := 7 11 14 16 19 22;
set Nl[14] := 9 10 12 14 16 19;
set Nl[15] := 5 8 10 12 14 19;
set Nl[16] := 2 8 10 11 21 22;
set Nl[17] := 5 7 11 14 16 23;
set Nl[18] := 3 12 13 14 20 23;

set El[1] := (8,11) (11,12) (12,15) (15,19) (19,22) (8,22) (11,19) (15,22) (12,19) (8,12) (8,19) (8,15);
set El[2] := (3,12) (11,12) (11,21) (7,21) (7,20) (3,20) (7,11) (12,20) (11,20) (3,21) (3,11) (3,7);
set El[3] := (2,13) (7,13) (7,14) (10,14) (10,16) (2,16) (2,10) (14,16) (7,16) (2,7) (13,16) (13,14);
set El[4] := (2,13) (11,13) (11,15) (12,15) (12,21) (2,21) (2,12) (2,11) (12,13) (15,21) (2,15) (11,12);
set El[5] := (1,15) (6,15) (6,16) (13,16) (13,23) (1,23) (1,13) (15,16) (6,23) (15,23) (1,6) (6,13);
set El[6] := (5,14) (14,23) (19,23) (6,19) (6,18) (5,18) (14,19) (6,23) (5,6) (5,19) (18,19) (14,18);
set El[7] := (1,14) (7,14) (7,15) (11,15) (11,18) (1,18) (11,14) (7,11) (1,15) (15,18) (14,15) (1,7);
set El[8] := (5,15) (11,15) (11,17) (13,17) (13,23) (5,23) (5,17) (11,13) (15,23) (5,13) (5,11) (11,23);
set El[9] := (1,14) (6,14) (6,19) (10,19) (10,23) (1,23) (1,10) (10,14) (14,19) (19,23) (1,19) (14,23);
set El[10] := (1,11) (11,12) (12,15) (15,18) (18,22) (1,22) (1,18) (15,22) (1,12) (11,15) (1,15) (12,18);
set El[11] := (1,5) (5,6) (6,8) (8,10) (10,13) (1,13) (5,10) (5,8) (1,6) (8,13) (6,13) (5,13);
set El[12] := (3,12) (7,12) (7,16) (11,16) (11,17) (3,17) (7,11) (16,17) (7,17) (12,17) (11,12) (3,11);
set El[13] := (7,16) (11,16) (11,19) (14,19) (14,22) (7,22) (16,19) (14,16) (11,14) (7,14) (19,22) (11,22);
set El[14] := (9,10) (10,12) (12,14) (14,16) (16,19) (9,19) (10,14) (12,19) (10,19) (9,14) (14,19) (12,16);
set El[15] := (5,12) (8,12) (8,14) (10,14) (10,19) (5,19) (5,8) (12,14) (14,19) (10,12) (5,10) (8,10);
set El[16] := (2,11) (10,11) (10,22) (8,22) (8,21) (2,21) (11,21) (2,22) (2,8) (8,10) (21,22) (8,11);
set El[17] := (5,14) (11,14) (11,23) (7,23) (7,16) (5,16) (7,11) (16,23) (11,16) (14,16) (5,23) (5,7);
set El[18] := (3,12) (12,13) (13,14) (14,20) (20,23) (3,23) (12,23) (14,23) (12,20) (13,23) (3,14) (12,14);
