data;

param num_top:=25;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 7 12 15 21;
set Nl[2] := 1 2 3 9 12;
set Nl[3] := 4 11 12 14 20;
set Nl[4] := 6 8 14 18 21;
set Nl[5] := 10 14 15 17 18;
set Nl[6] := 2 3 9 14 18;
set Nl[7] := 1 3 19 21 23;
set Nl[8] := 1 5 15 19 22;
set Nl[9] := 2 3 6 21 23;
set Nl[10] := 7 16 17 18 22;
set Nl[11] := 2 12 17 19 23;
set Nl[12] := 2 7 10 11 12;
set Nl[13] := 5 9 15 20 22;
set Nl[14] := 7 8 11 15 16;
set Nl[15] := 1 2 5 6 22;
set Nl[16] := 9 14 18 21 22;
set Nl[17] := 2 3 7 16 21;
set Nl[18] := 4 10 11 15 21;
set Nl[19] := 7 14 16 18 19;
set Nl[20] := 7 8 15 18 22;
set Nl[21] := 2 10 12 16 19;
set Nl[22] := 4 7 10 12 13;
set Nl[23] := 8 13 15 22 23;
set Nl[24] := 5 10 15 19 23;
set Nl[25] := 2 11 18 19 21;

set El[1] := (3,7) (7,21) (15,21) (12,15) (3,12) (3,21) (7,12) (3,15);
set El[2] := (1,2) (2,12) (9,12) (3,9) (1,3) (2,9) (2,3) (1,9);
set El[3] := (4,11) (11,20) (14,20) (12,14) (4,12) (12,20) (11,14) (4,20);
set El[4] := (6,8) (8,21) (18,21) (14,18) (6,14) (6,18) (6,21) (14,21);
set El[5] := (10,14) (14,18) (17,18) (15,17) (10,15) (15,18) (10,17) (10,18);
set El[6] := (2,3) (3,18) (14,18) (9,14) (2,9) (3,9) (2,18) (2,14);
set El[7] := (1,3) (3,23) (21,23) (19,21) (1,19) (1,23) (19,23) (1,21);
set El[8] := (1,5) (5,22) (19,22) (15,19) (1,15) (5,19) (1,19) (5,15);
set El[9] := (2,3) (3,21) (21,23) (6,23) (2,6) (2,21) (2,23) (6,21);
set El[10] := (7,17) (16,17) (16,18) (18,22) (7,22) (7,18) (17,18) (16,22);
set El[11] := (2,12) (12,23) (19,23) (17,19) (2,17) (12,19) (2,19) (2,23);
set El[12] := (2,7) (7,12) (11,12) (10,11) (2,10) (7,11) (2,11) (2,12);
set El[13] := (5,9) (9,22) (20,22) (15,20) (5,15) (15,22) (9,15) (5,22);
set El[14] := (7,8) (8,16) (15,16) (11,15) (7,11) (8,15) (8,11) (11,16);
set El[15] := (1,2) (2,22) (6,22) (5,6) (1,5) (2,5) (2,6) (5,22);
set El[16] := (9,14) (14,22) (21,22) (18,21) (9,18) (14,21) (18,22) (9,21);
set El[17] := (2,3) (3,16) (16,21) (7,21) (2,7) (2,21) (3,7) (7,16);
set El[18] := (4,10) (10,21) (15,21) (11,15) (4,11) (4,21) (4,15) (11,21);
set El[19] := (7,14) (14,19) (18,19) (16,18) (7,16) (16,19) (14,18) (14,16);
set El[20] := (7,8) (8,22) (18,22) (15,18) (7,15) (7,22) (8,18) (15,22);
set El[21] := (2,10) (10,19) (16,19) (12,16) (2,12) (2,19) (10,12) (10,16);
set El[22] := (4,7) (7,13) (12,13) (10,12) (4,10) (7,12) (10,13) (4,12);
set El[23] := (8,15) (13,15) (13,22) (22,23) (8,23) (15,22) (15,23) (8,22);
set El[24] := (5,10) (10,23) (19,23) (15,19) (5,15) (5,19) (15,23) (10,19);
set El[25] := (2,11) (11,19) (19,21) (18,21) (2,18) (11,21) (11,18) (2,19);
