data;

param num_top:=12;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 2 10 12 16 18 23;
set Nl[2] := 3 7 8 11 15 19;
set Nl[3] := 5 6 11 14 16 23;
set Nl[4] := 3 12 18 19 20 22;
set Nl[5] := 3 6 8 15 18 19;
set Nl[6] := 2 5 11 12 17 20;
set Nl[7] := 5 7 8 17 19 21;
set Nl[8] := 6 7 11 12 13 15;
set Nl[9] := 3 5 13 14 15 19;
set Nl[10] := 2 3 13 15 18 20;
set Nl[11] := 6 7 10 12 15 20;
set Nl[12] := 1 3 4 11 13 23;

set El[1] := (2,10) (10,12) (12,16) (16,18) (18,23) (2,23) (10,16) (12,23) (2,18) (16,23) (10,23);
set El[2] := (3,7) (7,8) (8,11) (11,15) (15,19) (3,19) (7,15) (7,19) (8,19) (3,11) (3,15);
set El[3] := (5,14) (6,14) (6,16) (11,16) (11,23) (5,23) (14,23) (6,23) (14,16) (11,14) (5,11);
set El[4] := (3,19) (12,19) (12,20) (18,20) (18,22) (3,22) (12,18) (3,18) (3,20) (18,19) (19,20);
set El[5] := (3,15) (6,15) (6,18) (8,18) (8,19) (3,19) (3,8) (3,6) (15,19) (8,15) (3,18);
set El[6] := (2,12) (5,12) (5,17) (11,17) (11,20) (2,20) (5,11) (17,20) (11,12) (12,17) (2,5);
set El[7] := (5,17) (8,17) (8,21) (7,21) (7,19) (5,19) (5,21) (19,21) (7,8) (5,7) (17,19);
set El[8] := (6,12) (7,12) (7,13) (11,13) (11,15) (6,15) (6,13) (12,15) (6,11) (6,7) (7,15);
set El[9] := (3,13) (13,19) (15,19) (5,15) (5,14) (3,14) (13,14) (13,15) (5,19) (14,15) (3,19);
set El[10] := (2,3) (3,13) (13,15) (15,18) (18,20) (2,20) (3,20) (13,18) (2,13) (15,20) (3,15);
set El[11] := (6,12) (7,12) (7,15) (10,15) (10,20) (6,20) (15,20) (7,10) (12,15) (6,7) (6,15);
set El[12] := (1,11) (3,11) (3,13) (4,13) (4,23) (1,23) (3,23) (4,11) (1,4) (3,4) (13,23);
