data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 6 8 13 17 18 21;
set Nl[2] := 1 3 6 12 18 20;
set Nl[3] := 2 5 8 9 13 15;
set Nl[4] := 4 6 9 10 11 23;
set Nl[5] := 2 6 8 11 15 20;
set Nl[6] := 4 6 7 8 16 18;
set Nl[7] := 1 10 17 21 22 23;
set Nl[8] := 1 5 10 11 16 17;
set Nl[9] := 1 3 5 14 18 21;
set Nl[10] := 4 7 10 11 14 17;
set Nl[11] := 4 15 17 20 21 23;
set Nl[12] := 3 4 6 9 10 12;
set Nl[13] := 5 10 11 12 16 22;
set Nl[14] := 1 10 13 15 18 22;
set Nl[15] := 5 12 13 15 19 20;
set Nl[16] := 5 7 8 13 19 21;
set Nl[17] := 2 9 10 19 21 23;
set Nl[18] := 2 4 6 12 14 17;

set El[1] := (6,13) (13,17) (17,21) (8,21) (8,18) (6,18) (17,18) (13,18) (6,8) (6,21);
set El[2] := (1,12) (3,12) (3,18) (6,18) (6,20) (1,20) (1,18) (12,20) (6,12) (18,20);
set El[3] := (2,5) (5,8) (8,9) (9,13) (13,15) (2,15) (8,15) (5,13) (2,8) (9,15);
set El[4] := (4,10) (6,10) (6,11) (9,11) (9,23) (4,23) (4,6) (9,10) (10,11) (4,11);
set El[5] := (2,8) (8,20) (15,20) (6,15) (6,11) (2,11) (6,8) (2,6) (2,20) (11,15);
set El[6] := (4,6) (6,7) (7,8) (8,16) (16,18) (4,18) (6,16) (4,7) (6,18) (8,18);
set El[7] := (1,10) (10,17) (17,21) (21,22) (22,23) (1,23) (10,21) (17,23) (17,22) (1,22);
set El[8] := (1,11) (5,11) (5,16) (10,16) (10,17) (1,17) (1,10) (11,16) (11,17) (5,10);
set El[9] := (1,3) (3,5) (5,14) (14,18) (18,21) (1,21) (14,21) (5,18) (3,21) (3,18);
set El[10] := (4,11) (7,11) (7,14) (10,14) (10,17) (4,17) (7,10) (11,14) (4,7) (7,17);
set El[11] := (4,15) (15,17) (17,20) (20,21) (21,23) (4,23) (17,23) (15,20) (4,17) (15,21);
set El[12] := (3,4) (4,6) (6,9) (9,10) (10,12) (3,12) (3,9) (6,10) (4,9) (3,6);
set El[13] := (5,12) (10,12) (10,16) (11,16) (11,22) (5,22) (12,16) (10,22) (16,22) (5,16);
set El[14] := (1,15) (10,15) (10,18) (13,18) (13,22) (1,22) (15,22) (1,18) (10,22) (1,13);
set El[15] := (5,12) (12,13) (13,15) (15,19) (19,20) (5,20) (13,19) (5,13) (15,20) (5,15);
set El[16] := (5,13) (8,13) (8,21) (7,21) (7,19) (5,19) (7,8) (19,21) (5,7) (7,13);
set El[17] := (2,9) (9,10) (10,19) (19,21) (21,23) (2,23) (9,21) (2,10) (19,23) (9,19);
set El[18] := (2,12) (4,12) (4,14) (6,14) (6,17) (2,17) (12,17) (6,12) (2,4) (4,6);
