data;

param num_top:=24;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 5 6 7 8 23;
set Nl[2] := 10 13 15 19 21 22;
set Nl[3] := 6 11 14 15 17 19;
set Nl[4] := 4 5 7 11 17 19;
set Nl[5] := 1 9 10 20 21 22;
set Nl[6] := 2 3 5 11 20 23;
set Nl[7] := 2 7 9 11 13 17;
set Nl[8] := 4 5 9 10 12 16;
set Nl[9] := 10 14 15 17 18 21;
set Nl[10] := 7 8 10 14 19 22;
set Nl[11] := 8 11 12 13 14 20;
set Nl[12] := 3 6 8 9 22 23;
set Nl[13] := 8 17 18 19 20 23;
set Nl[14] := 4 5 8 13 16 21;
set Nl[15] := 1 8 9 15 18 23;
set Nl[16] := 1 9 10 15 18 19;
set Nl[17] := 3 9 11 16 19 23;
set Nl[18] := 6 9 11 15 16 21;
set Nl[19] := 6 8 14 15 16 20;
set Nl[20] := 2 4 6 7 13 21;
set Nl[21] := 4 5 7 11 12 21;
set Nl[22] := 1 2 4 6 14 16;
set Nl[23] := 3 9 15 17 22 23;
set Nl[24] := 1 12 16 17 18 22;

set El[1] := (3,5) (5,6) (6,7) (7,8) (8,23) (3,23) (5,8) (5,23) (3,6) (3,7) (7,23);
set El[2] := (10,13) (13,15) (15,19) (19,21) (21,22) (10,22) (10,15) (13,22) (10,19) (15,21) (19,22);
set El[3] := (6,11) (11,14) (14,15) (15,17) (17,19) (6,19) (15,19) (11,17) (11,15) (6,14) (14,17);
set El[4] := (4,11) (5,11) (5,17) (7,17) (7,19) (4,19) (7,11) (5,7) (11,19) (5,19) (4,5);
set El[5] := (1,9) (9,10) (10,20) (20,21) (21,22) (1,22) (1,10) (1,21) (10,22) (20,22) (10,21);
set El[6] := (2,11) (3,11) (3,20) (5,20) (5,23) (2,23) (3,23) (20,23) (11,23) (3,5) (5,11);
set El[7] := (2,11) (7,11) (7,13) (9,13) (9,17) (2,17) (2,9) (2,7) (11,13) (11,17) (13,17);
set El[8] := (4,10) (5,10) (5,12) (9,12) (9,16) (4,16) (9,10) (4,5) (4,9) (5,9) (12,16);
set El[9] := (10,14) (14,15) (15,17) (17,18) (18,21) (10,21) (10,17) (10,15) (14,17) (15,18) (17,21);
set El[10] := (7,8) (8,10) (10,14) (14,19) (19,22) (7,22) (10,19) (7,10) (7,14) (10,22) (8,19);
set El[11] := (8,13) (11,13) (11,14) (12,14) (12,20) (8,20) (11,20) (13,14) (11,12) (14,20) (8,12);
set El[12] := (3,8) (8,23) (22,23) (6,22) (6,9) (3,9) (3,22) (8,9) (8,22) (6,23) (3,6);
set El[13] := (8,19) (17,19) (17,20) (18,20) (18,23) (8,23) (17,23) (19,23) (17,18) (8,20) (19,20);
set El[14] := (4,13) (5,13) (5,16) (8,16) (8,21) (4,21) (13,16) (4,8) (5,8) (16,21) (8,13);
set El[15] := (1,15) (9,15) (9,23) (8,23) (8,18) (1,18) (9,18) (1,9) (8,15) (15,18) (18,23);
set El[16] := (1,15) (9,15) (9,18) (10,18) (10,19) (1,19) (9,19) (10,15) (15,19) (1,9) (1,10);
set El[17] := (3,9) (9,11) (11,16) (16,19) (19,23) (3,23) (3,16) (11,23) (11,19) (9,16) (16,23);
set El[18] := (6,15) (9,15) (9,16) (11,16) (11,21) (6,21) (6,11) (15,21) (9,11) (11,15) (9,21);
set El[19] := (6,8) (8,14) (14,15) (15,16) (16,20) (6,20) (6,16) (14,16) (6,14) (6,15) (14,20);
set El[20] := (2,6) (4,6) (4,13) (13,21) (7,21) (2,7) (4,7) (2,4) (6,13) (6,21) (4,21);
set El[21] := (4,11) (5,11) (5,12) (7,12) (7,21) (4,21) (4,7) (4,5) (4,12) (12,21) (5,7);
set El[22] := (1,6) (2,6) (2,14) (4,14) (4,16) (1,16) (2,4) (6,14) (1,2) (6,16) (1,14);
set El[23] := (3,9) (9,15) (15,17) (17,22) (22,23) (3,23) (3,17) (9,17) (3,15) (15,23) (9,23);
set El[24] := (1,12) (12,16) (16,17) (17,18) (18,22) (1,22) (1,18) (12,22) (1,17) (16,22) (17,22);
