data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 5 6 8 16 17;
set Nl[2] := 1 7 17 20 21 22;
set Nl[3] := 4 5 8 14 15 21;
set Nl[4] := 3 4 5 7 10 13;
set Nl[5] := 6 7 9 12 18 21;
set Nl[6] := 8 9 10 11 16 23;
set Nl[7] := 2 6 11 13 15 22;
set Nl[8] := 5 8 10 12 16 21;
set Nl[9] := 6 7 8 9 10 14;
set Nl[10] := 13 14 16 18 21 22;
set Nl[11] := 2 13 17 19 21 23;
set Nl[12] := 3 5 6 10 15 19;
set Nl[13] := 6 8 13 14 17 18;
set Nl[14] := 6 10 12 13 15 22;
set Nl[15] := 3 6 8 11 17 21;
set Nl[16] := 4 6 7 11 13 14;
set Nl[17] := 1 6 13 14 17 21;
set Nl[18] := 1 9 10 11 12 21;

set El[1] := (3,8) (5,8) (5,16) (6,16) (6,17) (3,17) (5,6);
set El[2] := (1,17) (17,22) (21,22) (7,21) (7,20) (1,20) (1,21);
set El[3] := (4,14) (5,14) (5,15) (8,15) (8,21) (4,21) (4,5);
set El[4] := (3,7) (4,7) (4,10) (5,10) (5,13) (3,13) (3,4);
set El[5] := (6,12) (9,12) (9,21) (7,21) (7,18) (6,18) (7,9);
set El[6] := (8,11) (9,11) (9,16) (10,16) (10,23) (8,23) (9,23);
set El[7] := (2,13) (6,13) (6,15) (11,15) (11,22) (2,22) (13,15);
set El[8] := (5,12) (10,12) (10,21) (8,21) (8,16) (5,16) (8,10);
set El[9] := (6,7) (7,8) (8,9) (9,10) (10,14) (6,14) (6,8);
set El[10] := (13,14) (14,16) (16,18) (18,21) (21,22) (13,22) (16,21);
set El[11] := (2,13) (13,17) (17,19) (19,21) (21,23) (2,23) (19,23);
set El[12] := (3,10) (5,10) (5,15) (6,15) (6,19) (3,19) (3,6);
set El[13] := (6,14) (8,14) (8,17) (13,17) (13,18) (6,18) (14,18);
set El[14] := (6,13) (10,13) (10,15) (12,15) (12,22) (6,22) (15,22);
set El[15] := (3,11) (6,11) (6,17) (8,17) (8,21) (3,21) (3,17);
set El[16] := (4,11) (6,11) (6,13) (7,13) (7,14) (4,14) (4,6);
set El[17] := (1,14) (6,14) (6,17) (13,17) (13,21) (1,21) (6,13);
set El[18] := (1,11) (9,11) (9,12) (10,12) (10,21) (1,21) (11,12);
