data;

param num_top:=12;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 4 8 9 15 20 22;
set Nl[2] := 4 5 9 12 18 22;
set Nl[3] := 6 11 12 13 14 16;
set Nl[4] := 1 8 14 15 16 19;
set Nl[5] := 2 3 4 9 19 21;
set Nl[6] := 3 7 9 16 18 20;
set Nl[7] := 6 7 10 12 18 20;
set Nl[8] := 4 5 7 8 16 23;
set Nl[9] := 1 2 3 4 5 13;
set Nl[10] := 1 4 6 17 21 23;
set Nl[11] := 1 3 6 10 14 19;
set Nl[12] := 9 12 14 18 21 23;

set El[1] := (4,15) (9,15) (9,22) (8,22) (8,20) (4,20) (4,9) (20,22) (8,9) (15,22) (4,8) (15,20) (9,20) (4,22) (8,15);
set El[2] := (4,12) (5,12) (5,18) (9,18) (9,22) (4,22) (9,12) (4,9) (12,18) (5,9) (12,22) (4,18) (5,22) (18,22) (4,5);
set El[3] := (6,13) (11,13) (11,14) (12,14) (12,16) (6,16) (6,12) (11,16) (6,11) (14,16) (13,16) (6,14) (13,14) (11,12) (12,13);
set El[4] := (1,8) (8,14) (14,15) (15,16) (16,19) (1,19) (8,19) (14,19) (1,15) (8,16) (1,16) (1,14) (14,16) (8,15) (15,19);
set El[5] := (2,9) (3,9) (3,19) (4,19) (4,21) (2,21) (19,21) (2,4) (2,3) (9,19) (9,21) (4,9) (2,19) (3,4) (3,21);
set El[6] := (3,16) (7,16) (7,18) (9,18) (9,20) (3,20) (3,7) (18,20) (9,16) (7,20) (3,18) (16,18) (16,20) (7,9) (3,9);
set El[7] := (6,12) (7,12) (7,18) (10,18) (10,20) (6,20) (12,18) (6,7) (18,20) (7,20) (6,18) (7,10) (10,12) (12,20) (6,10);
set El[8] := (4,7) (7,23) (8,23) (5,8) (5,16) (4,16) (7,8) (5,7) (4,23) (16,23) (7,16) (4,8) (5,23) (4,5) (8,16);
set El[9] := (1,4) (2,4) (2,5) (3,5) (3,13) (1,13) (5,13) (1,5) (4,13) (1,3) (2,13) (2,3) (1,2) (4,5) (3,4);
set El[10] := (1,4) (4,6) (6,17) (17,21) (21,23) (1,23) (17,23) (6,21) (1,17) (4,23) (4,17) (1,6) (6,23) (4,21) (1,21);
set El[11] := (1,10) (3,10) (3,14) (6,14) (6,19) (1,19) (10,19) (3,6) (1,3) (1,14) (14,19) (3,19) (6,10) (1,6) (10,14);
set El[12] := (9,12) (12,14) (14,18) (18,21) (21,23) (9,23) (12,23) (9,18) (18,23) (12,18) (12,21) (9,21) (9,14) (14,21) (14,23);
