data;

param num_top:=5;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 17 5 18 11 1 10 ;
set Nl[2] := 23 7 13 16 18 12 ;
set Nl[3] := 1 6 5 19 22 2 ;
set Nl[4] := 14 5 19 17 7 16 ;
set Nl[5] := 11 13 17 21 22 9 ;

set El[1] := (5,17) (5,18) (11,18) (1,11) (1,10) (10,17) ;
set El[2] := (7,23) (7,13) (13,16) (16,18) (12,18) (12,23) ;
set El[3] := (1,6) (5,6) (5,19) (19,22) (2,22) (1,2) ;
set El[4] := (5,14) (5,19) (17,19) (7,17) (7,16) (14,16) (7,19) (5,16) (14,17) (5,7) (14,19) (16,17) (5,17) (16,19) (7,14) ;
set El[5] := (11,13) (13,17) (17,21) (21,22) (9,22) (9,11) (17,22) (9,17) (11,21) (11,17) (9,21) (13,21) (11,22) (9,13) (13,22) ;
