data;

param num_top:=5;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 1 15 10 4 12 ;
set Nl[2] := 21 17 14 16 11 1 ;
set Nl[3] := 8 22 20 11 3 18 ;
set Nl[4] := 13 7 21 17 1 20 ;
set Nl[5] := 18 4 14 3 6 10 ;

set El[1] := (1,3) (1,15) (10,15) (4,10) (4,12) (3,12) ;
set El[2] := (17,21) (14,17) (14,16) (11,16) (1,11) (1,21) ;
set El[3] := (8,22) (20,22) (11,20) (3,11) (3,18) (8,18) ;
set El[4] := (7,13) (7,21) (17,21) (1,17) (1,20) (13,20) (7,17) (1,13) (20,21) (17,20) (13,21) (13,17) (7,20) (1,7) (1,21) ;
set El[5] := (4,18) (4,14) (3,14) (3,6) (6,10) (10,18) (10,14) (4,10) (3,10) (3,4) (4,6) (14,18) (6,18) (6,14) (3,18) ;
