data;

param num_top:=15;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 4 5 12 15 21;
set Nl[2] := 1 10 11 17 22;
set Nl[3] := 3 9 10 18 19;
set Nl[4] := 7 9 12 18 20;
set Nl[5] := 9 12 20 21 23;
set Nl[6] := 2 7 18 19 21;
set Nl[7] := 11 14 15 17 21;
set Nl[8] := 2 5 6 7 14;
set Nl[9] := 1 7 18 20 23;
set Nl[10] := 1 3 11 13 20;
set Nl[11] := 1 3 7 15 19;
set Nl[12] := 1 4 16 22 23;
set Nl[13] := 6 7 9 14 18;
set Nl[14] := 3 9 14 16 20;
set Nl[15] := 2 3 11 18 21;

set El[1] := (4,5) (5,21) (15,21) (12,15) (4,12) (4,21) (5,15) (12,21) (4,15);
set El[2] := (1,10) (10,22) (17,22) (11,17) (1,11) (1,17) (11,22) (1,22) (10,17);
set El[3] := (3,9) (9,19) (18,19) (10,18) (3,10) (3,18) (10,19) (3,19) (9,10);
set El[4] := (7,9) (9,20) (18,20) (12,18) (7,12) (9,12) (7,18) (12,20) (9,18);
set El[5] := (9,12) (12,23) (21,23) (20,21) (9,20) (20,23) (9,21) (12,20) (9,23);
set El[6] := (2,7) (7,21) (19,21) (18,19) (2,18) (7,18) (18,21) (2,19) (2,21);
set El[7] := (11,14) (14,21) (17,21) (15,17) (11,15) (14,15) (11,21) (15,21) (14,17);
set El[8] := (2,5) (5,14) (7,14) (6,7) (2,6) (2,14) (2,7) (5,7) (6,14);
set El[9] := (1,7) (7,23) (20,23) (18,20) (1,18) (1,20) (18,23) (7,18) (1,23);
set El[10] := (1,3) (3,20) (13,20) (11,13) (1,11) (1,20) (11,20) (3,11) (3,13);
set El[11] := (1,3) (3,19) (15,19) (7,15) (1,7) (3,15) (1,15) (1,19) (3,7);
set El[12] := (1,4) (4,23) (22,23) (16,22) (1,16) (1,23) (4,22) (4,16) (1,22);
set El[13] := (6,7) (7,18) (14,18) (9,14) (6,9) (6,14) (9,18) (7,14) (7,9);
set El[14] := (3,9) (9,20) (16,20) (14,16) (3,14) (14,20) (3,20) (9,16) (3,16);
set El[15] := (2,3) (3,21) (18,21) (11,18) (2,11) (3,18) (11,21) (2,18) (3,11);
