data;

param num_top:=30;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 4 6 10 12 14 18;
set Nl[2] := 1 2 6 7 13 21;
set Nl[3] := 1 8 11 12 21 23;
set Nl[4] := 1 3 4 11 14 19;
set Nl[5] := 3 8 10 20 22 23;
set Nl[6] := 1 2 7 16 19 22;
set Nl[7] := 2 5 10 12 17 22;
set Nl[8] := 2 5 8 10 18 22;
set Nl[9] := 1 2 3 6 19 22;
set Nl[10] := 8 10 12 13 16 23;
set Nl[11] := 2 6 7 12 18 23;
set Nl[12] := 1 6 10 11 15 19;
set Nl[13] := 4 5 7 11 12 21;
set Nl[14] := 3 10 11 16 17 20;
set Nl[15] := 3 4 11 13 21 22;
set Nl[16] := 5 8 12 13 17 21;
set Nl[17] := 6 14 17 18 21 22;
set Nl[18] := 2 3 7 12 13 17;
set Nl[19] := 6 8 9 16 17 20;
set Nl[20] := 1 5 7 9 10 18;
set Nl[21] := 2 4 10 19 21 23;
set Nl[22] := 1 3 12 13 14 19;
set Nl[23] := 1 3 8 14 16 20;
set Nl[24] := 2 3 11 12 13 14;
set Nl[25] := 5 7 8 14 15 17;
set Nl[26] := 6 7 9 10 12 13;
set Nl[27] := 6 7 12 16 21 23;
set Nl[28] := 3 7 10 18 21 23;
set Nl[29] := 4 9 14 16 20 22;
set Nl[30] := 5 6 7 10 16 19;

set El[1] := (4,12) (6,12) (6,14) (10,14) (10,18) (4,18) (14,18) (4,14) (4,6) (12,14) (6,10) (12,18) (6,18);
set El[2] := (1,6) (6,21) (7,21) (2,7) (2,13) (1,13) (6,7) (7,13) (2,21) (2,6) (1,2) (1,21) (1,7);
set El[3] := (1,11) (11,23) (21,23) (8,21) (8,12) (1,12) (11,21) (8,23) (8,11) (1,23) (1,8) (12,23) (12,21);
set El[4] := (1,11) (3,11) (3,14) (4,14) (4,19) (1,19) (1,4) (4,11) (11,14) (1,14) (11,19) (3,4) (14,19);
set El[5] := (3,10) (10,23) (22,23) (8,22) (8,20) (3,20) (10,22) (3,23) (20,22) (8,23) (3,8) (20,23) (10,20);
set El[6] := (1,16) (2,16) (2,19) (7,19) (7,22) (1,22) (2,22) (19,22) (1,2) (16,22) (7,16) (1,7) (1,19);
set El[7] := (2,12) (5,12) (5,17) (10,17) (10,22) (2,22) (5,10) (17,22) (5,22) (12,22) (2,5) (10,12) (2,10);
set El[8] := (2,10) (5,10) (5,18) (8,18) (8,22) (2,22) (10,22) (2,18) (18,22) (5,8) (10,18) (8,10) (2,8);
set El[9] := (1,2) (2,3) (3,19) (6,19) (6,22) (1,22) (2,19) (2,22) (1,6) (3,6) (1,3) (3,22) (1,19);
set El[10] := (8,13) (10,13) (10,16) (12,16) (12,23) (8,23) (8,12) (10,23) (8,16) (10,12) (16,23) (13,23) (8,10);
set El[11] := (2,12) (6,12) (6,18) (7,18) (7,23) (2,23) (2,18) (6,7) (7,12) (6,23) (2,7) (12,18) (12,23);
set El[12] := (1,11) (6,11) (6,15) (10,15) (10,19) (1,19) (10,11) (6,10) (11,15) (1,15) (11,19) (6,19) (15,19);
set El[13] := (4,11) (5,11) (5,12) (7,12) (7,21) (4,21) (7,11) (5,21) (11,21) (12,21) (11,12) (5,7) (4,5);
set El[14] := (3,10) (10,11) (11,16) (16,17) (17,20) (3,20) (10,17) (3,16) (16,20) (10,20) (10,16) (11,20) (3,17);
set El[15] := (3,4) (4,11) (11,13) (13,21) (21,22) (3,22) (4,22) (13,22) (11,22) (3,13) (4,13) (3,11) (11,21);
set El[16] := (5,13) (12,13) (12,21) (8,21) (8,17) (5,17) (17,21) (12,17) (5,12) (5,8) (13,21) (5,21) (13,17);
set El[17] := (6,14) (14,17) (17,18) (18,21) (21,22) (6,22) (18,22) (6,17) (17,22) (14,21) (17,21) (14,22) (6,21);
set El[18] := (2,12) (3,12) (3,13) (7,13) (7,17) (2,17) (2,13) (13,17) (12,17) (3,17) (2,7) (7,12) (2,3);
set El[19] := (6,8) (8,9) (9,16) (16,17) (17,20) (6,20) (9,17) (8,16) (6,17) (8,17) (9,20) (8,20) (16,20);
set El[20] := (1,9) (5,9) (5,10) (7,10) (7,18) (1,18) (10,18) (5,7) (1,5) (1,10) (9,10) (1,7) (5,18);
set El[21] := (2,4) (4,10) (10,19) (19,21) (21,23) (2,23) (2,19) (10,23) (2,21) (4,21) (2,10) (10,21) (19,23);
set El[22] := (1,13) (3,13) (3,14) (12,14) (12,19) (1,19) (3,19) (13,19) (12,13) (1,14) (14,19) (3,12) (1,3);
set El[23] := (1,3) (3,8) (8,14) (14,16) (16,20) (1,20) (1,16) (3,20) (3,16) (1,14) (14,20) (8,20) (8,16);
set El[24] := (2,12) (3,12) (3,13) (11,13) (11,14) (2,14) (3,14) (12,13) (2,11) (2,3) (13,14) (12,14) (2,13);
set El[25] := (5,7) (7,8) (8,14) (14,15) (15,17) (5,17) (8,17) (8,15) (7,17) (5,14) (5,8) (7,14) (7,15);
set El[26] := (6,10) (7,10) (7,12) (9,12) (9,13) (6,13) (9,10) (7,9) (10,12) (12,13) (6,12) (6,7) (10,13);
set El[27] := (6,16) (12,16) (12,23) (7,23) (7,21) (6,21) (16,23) (7,12) (16,21) (7,16) (6,7) (6,12) (21,23);
set El[28] := (3,10) (10,23) (21,23) (7,21) (7,18) (3,18) (10,18) (18,23) (3,21) (7,10) (18,21) (3,23) (3,7);
set El[29] := (4,16) (9,16) (9,20) (14,20) (14,22) (4,22) (9,22) (9,14) (20,22) (4,14) (4,20) (16,22) (14,16);
set El[30] := (5,6) (6,7) (7,10) (10,16) (16,19) (5,19) (5,10) (5,16) (6,19) (6,16) (10,19) (7,19) (7,16);
