data;

param num_top:=30;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 6 9 11 17 19;
set Nl[2] := 2 3 8 9 15 21;
set Nl[3] := 5 8 9 11 20 21;
set Nl[4] := 3 4 5 11 17 19;
set Nl[5] := 3 4 12 14 16 20;
set Nl[6] := 4 6 9 18 20 22;
set Nl[7] := 2 7 8 15 21 22;
set Nl[8] := 8 9 13 21 22 23;
set Nl[9] := 8 11 12 13 15 20;
set Nl[10] := 8 9 11 12 15 18;
set Nl[11] := 1 4 9 10 15 22;
set Nl[12] := 2 12 14 15 20 22;
set Nl[13] := 4 6 9 17 20 21;
set Nl[14] := 1 3 5 13 16 17;
set Nl[15] := 3 6 12 14 16 18;
set Nl[16] := 2 10 11 16 17 22;
set Nl[17] := 3 6 11 14 15 19;
set Nl[18] := 5 7 11 12 16 19;
set Nl[19] := 4 6 11 15 22 23;
set Nl[20] := 3 4 5 13 17 22;
set Nl[21] := 1 10 12 15 17 22;
set Nl[22] := 1 5 7 15 18 22;
set Nl[23] := 6 7 16 17 21 23;
set Nl[24] := 1 4 7 11 16 19;
set Nl[25] := 1 4 5 11 13 16;
set Nl[26] := 3 5 10 16 18 23;
set Nl[27] := 8 9 10 13 14 23;
set Nl[28] := 7 9 16 17 18 23;
set Nl[29] := 4 7 8 12 18 21;
set Nl[30] := 4 5 12 15 16 19;

set El[1] := (3,11) (6,11) (6,17) (9,17) (9,19) (3,19) (3,6) (6,9) (11,19) (9,11) (11,17) (17,19);
set El[2] := (2,8) (8,21) (15,21) (3,15) (3,9) (2,9) (8,15) (9,15) (8,9) (3,21) (2,21) (2,3);
set El[3] := (5,11) (9,11) (9,21) (8,21) (8,20) (5,20) (5,21) (9,20) (5,8) (20,21) (5,9) (8,11);
set El[4] := (3,11) (4,11) (4,17) (5,17) (5,19) (3,19) (17,19) (3,5) (4,5) (5,11) (11,19) (4,19);
set El[5] := (3,4) (4,12) (12,14) (14,16) (16,20) (3,20) (3,12) (4,14) (12,16) (3,14) (14,20) (3,16);
set El[6] := (4,18) (6,18) (6,20) (9,20) (9,22) (4,22) (9,18) (6,22) (4,9) (6,9) (4,6) (4,20);
set El[7] := (2,8) (8,22) (21,22) (7,21) (7,15) (2,15) (15,21) (15,22) (2,21) (7,8) (8,21) (8,15);
set El[8] := (8,9) (9,13) (13,21) (21,22) (22,23) (8,23) (9,22) (13,22) (21,23) (9,23) (8,13) (13,23);
set El[9] := (8,13) (11,13) (11,15) (12,15) (12,20) (8,20) (12,13) (8,15) (13,20) (11,12) (11,20) (8,12);
set El[10] := (8,12) (9,12) (9,15) (11,15) (11,18) (8,18) (9,11) (8,15) (11,12) (12,15) (12,18) (8,9);
set El[11] := (1,10) (4,10) (4,15) (9,15) (9,22) (1,22) (9,10) (10,15) (1,15) (1,9) (15,22) (4,9);
set El[12] := (2,15) (12,15) (12,20) (14,20) (14,22) (2,22) (15,20) (12,22) (14,15) (2,12) (15,22) (2,14);
set El[13] := (4,17) (6,17) (6,20) (9,20) (9,21) (4,21) (9,17) (6,9) (4,20) (17,20) (6,21) (4,9);
set El[14] := (1,13) (3,13) (3,16) (5,16) (5,17) (1,17) (13,16) (1,16) (3,17) (5,13) (3,5) (16,17);
set El[15] := (3,14) (6,14) (6,16) (12,16) (12,18) (3,18) (6,18) (14,16) (3,16) (6,12) (3,12) (3,6);
set El[16] := (2,10) (10,11) (11,16) (16,17) (17,22) (2,22) (2,11) (11,17) (2,16) (10,16) (10,22) (11,22);
set El[17] := (3,11) (11,19) (15,19) (6,15) (6,14) (3,14) (11,14) (6,19) (14,19) (3,6) (3,19) (11,15);
set El[18] := (5,12) (7,12) (7,16) (11,16) (11,19) (5,19) (12,19) (11,12) (16,19) (12,16) (5,11) (5,7);
