data;

param num_top:=10;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 4 7 17 22;
set Nl[2] := 1 3 9 18 21;
set Nl[3] := 2 7 10 11 17;
set Nl[4] := 8 12 16 20 23;
set Nl[5] := 5 6 12 16 19;
set Nl[6] := 1 3 15 17 21;
set Nl[7] := 9 10 13 19 23;
set Nl[8] := 3 9 17 18 22;
set Nl[9] := 2 3 14 17 19;
set Nl[10] := 3 6 13 20 22;

set El[1] := (3,4) (4,17) (17,22) (7,22) (3,7) (7,17) (3,17);
set El[2] := (1,3) (3,21) (18,21) (9,18) (1,9) (3,18) (1,21);
set El[3] := (2,7) (7,17) (11,17) (10,11) (2,10) (7,11) (2,11);
set El[4] := (8,16) (12,16) (12,20) (20,23) (8,23) (12,23) (16,20);
set El[5] := (5,6) (6,19) (16,19) (12,16) (5,12) (5,16) (6,16);
set El[6] := (1,3) (3,21) (17,21) (15,17) (1,15) (1,21) (1,17);
set El[7] := (9,10) (10,23) (19,23) (13,19) (9,13) (9,23) (13,23);
set El[8] := (3,9) (9,22) (18,22) (17,18) (3,17) (3,18) (17,22);
set El[9] := (2,3) (3,19) (17,19) (14,17) (2,14) (14,19) (3,14);
set El[10] := (3,6) (6,22) (20,22) (13,20) (3,13) (13,22) (3,20);
