data;

param num_top:=24;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 4 8 12 15 21;
set Nl[2] := 3 11 14 15 21 22;
set Nl[3] := 3 5 7 11 19 23;
set Nl[4] := 4 5 17 19 21 23;
set Nl[5] := 6 7 8 11 17 18;
set Nl[6] := 1 3 7 8 21 23;
set Nl[7] := 4 6 7 12 20 23;
set Nl[8] := 1 5 6 8 18 19;
set Nl[9] := 1 2 6 10 13 20;
set Nl[10] := 10 11 13 17 18 20;
set Nl[11] := 2 7 10 13 19 21;
set Nl[12] := 2 4 6 9 19 23;
set Nl[13] := 4 5 6 16 20 21;
set Nl[14] := 2 3 8 12 21 23;
set Nl[15] := 1 6 7 9 15 21;
set Nl[16] := 2 3 7 12 19 23;
set Nl[17] := 3 5 10 12 15 19;
set Nl[18] := 5 7 8 12 17 18;
set Nl[19] := 4 5 8 17 19 22;
set Nl[20] := 3 12 13 18 19 22;
set Nl[21] := 1 2 3 7 18 21;
set Nl[22] := 2 4 6 7 8 14;
set Nl[23] := 1 13 15 16 18 23;
set Nl[24] := 7 8 12 13 15 16;

set El[1] := (1,12) (4,12) (4,15) (8,15) (8,21) (1,21) (8,12) (15,21) (12,21) (1,15) (1,8) (12,15);
set El[2] := (3,11) (11,14) (14,15) (15,21) (21,22) (3,22) (11,21) (14,22) (3,14) (3,15) (3,21) (11,22);
set El[3] := (3,11) (5,11) (5,19) (7,19) (7,23) (3,23) (3,7) (3,19) (5,7) (5,23) (7,11) (19,23);
set El[4] := (4,5) (5,17) (17,19) (19,21) (21,23) (4,23) (4,17) (17,23) (5,21) (5,23) (17,21) (19,23);
set El[5] := (6,7) (7,8) (8,11) (11,17) (17,18) (6,18) (6,8) (8,18) (11,18) (6,11) (8,17) (6,17);
set El[6] := (1,3) (3,8) (8,23) (7,23) (7,21) (1,21) (1,8) (3,21) (1,7) (21,23) (8,21) (3,23);
set El[7] := (4,12) (6,12) (6,20) (7,20) (7,23) (4,23) (7,12) (4,20) (20,23) (4,6) (12,23) (12,20);
set El[8] := (1,8) (5,8) (5,18) (6,18) (6,19) (1,19) (8,18) (5,19) (5,6) (18,19) (1,18) (1,6);
set El[9] := (1,10) (2,10) (2,13) (6,13) (6,20) (1,20) (1,6) (6,10) (2,6) (10,13) (10,20) (13,20);
set El[10] := (10,11) (11,13) (13,17) (17,18) (18,20) (10,20) (11,18) (11,20) (13,20) (10,17) (10,13) (17,20);
set El[11] := (2,13) (10,13) (10,21) (7,21) (7,19) (2,19) (2,21) (13,21) (7,10) (2,10) (19,21) (7,13);
set El[12] := (2,9) (4,9) (4,19) (6,19) (6,23) (2,23) (4,6) (2,19) (6,9) (4,23) (9,19) (19,23);
set El[13] := (4,16) (5,16) (5,20) (6,20) (6,21) (4,21) (4,20) (16,21) (5,6) (4,5) (20,21) (4,6);
set El[14] := (2,12) (3,12) (3,21) (8,21) (8,23) (2,23) (2,3) (2,21) (21,23) (12,23) (12,21) (3,23);
set El[15] := (1,9) (6,9) (6,15) (7,15) (7,21) (1,21) (7,9) (9,21) (6,7) (1,15) (15,21) (6,21);
set El[16] := (2,12) (3,12) (3,19) (7,19) (7,23) (2,23) (2,7) (7,12) (12,23) (3,7) (12,19) (3,23);
set El[17] := (3,12) (5,12) (5,15) (10,15) (10,19) (3,19) (15,19) (10,12) (3,10) (3,15) (3,5) (5,10);
set El[18] := (5,7) (7,8) (8,12) (12,17) (17,18) (5,18) (7,17) (7,18) (12,18) (5,17) (8,18) (8,17);
set El[19] := (4,17) (5,17) (5,19) (8,19) (8,22) (4,22) (4,5) (5,22) (19,22) (4,8) (17,22) (17,19);
set El[20] := (3,12) (12,13) (13,18) (18,19) (19,22) (3,22) (3,18) (18,22) (12,22) (3,13) (12,19) (12,18);
set El[21] := (1,2) (2,3) (3,18) (7,18) (7,21) (1,21) (1,3) (3,7) (18,21) (1,18) (2,21) (3,21);
set El[22] := (2,4) (4,6) (6,7) (7,8) (8,14) (2,14) (6,14) (2,8) (4,7) (4,14) (6,8) (2,6);
set El[23] := (1,16) (13,16) (13,18) (15,18) (15,23) (1,23) (13,23) (16,23) (15,16) (16,18) (13,15) (18,23);
set El[24] := (7,8) (8,12) (12,13) (13,15) (15,16) (7,16) (7,13) (8,13) (8,15) (8,16) (7,15) (12,15);
