data;

param num_top:=25;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 4 5 6 11 14;
set Nl[2] := 7 11 17 18 19;
set Nl[3] := 10 11 15 17 18;
set Nl[4] := 3 7 13 21 23;
set Nl[5] := 1 4 6 11 22;
set Nl[6] := 1 3 5 15 17;
set Nl[7] := 3 13 16 17 22;
set Nl[8] := 1 2 11 12 16;
set Nl[9] := 10 13 18 20 23;
set Nl[10] := 6 14 15 20 23;
set Nl[11] := 5 10 12 13 16;
set Nl[12] := 4 10 14 19 21;
set Nl[13] := 2 3 9 13 22;
set Nl[14] := 3 4 6 8 12;
set Nl[15] := 1 3 4 11 15;
set Nl[16] := 1 8 9 15 22;
set Nl[17] := 1 2 9 18 20;
set Nl[18] := 1 9 12 14 19;
set Nl[19] := 2 3 4 10 23;
set Nl[20] := 3 4 6 10 21;
set Nl[21] := 2 3 8 15 20;
set Nl[22] := 6 10 18 21 23;
set Nl[23] := 4 6 13 16 20;
set Nl[24] := 4 7 10 15 21;
set Nl[25] := 1 6 9 19 23;

set El[1] := (4,5) (5,14) (11,14) (6,11) (4,6) (5,11);
set El[2] := (7,11) (11,19) (18,19) (17,18) (7,17) (7,19);
set El[3] := (10,11) (11,18) (17,18) (15,17) (10,15) (10,18);
set El[4] := (3,7) (7,23) (21,23) (13,21) (3,13) (7,13);
set El[5] := (1,4) (4,22) (11,22) (6,11) (1,6) (1,22);
set El[6] := (1,3) (3,17) (15,17) (5,15) (1,5) (3,5);
set El[7] := (3,13) (13,22) (17,22) (16,17) (3,16) (13,16);
set El[8] := (1,2) (2,16) (12,16) (11,12) (1,11) (1,12);
set El[9] := (10,13) (13,23) (20,23) (18,20) (10,18) (10,20);
set El[10] := (6,14) (14,23) (20,23) (15,20) (6,15) (6,23);
set El[11] := (5,10) (10,16) (13,16) (12,13) (5,12) (12,16);
set El[12] := (4,10) (10,21) (19,21) (14,19) (4,14) (4,21);
set El[13] := (2,3) (3,22) (13,22) (9,13) (2,9) (3,9);
set El[14] := (3,4) (4,12) (8,12) (6,8) (3,6) (6,12);
set El[15] := (1,3) (3,15) (11,15) (4,11) (1,4) (3,4);
set El[16] := (1,8) (8,22) (15,22) (9,15) (1,9) (9,22);
set El[17] := (1,2) (2,20) (18,20) (9,18) (1,9) (9,20);
set El[18] := (1,9) (9,19) (14,19) (12,14) (1,12) (9,12);
set El[19] := (2,3) (3,23) (10,23) (4,10) (2,4) (2,10);
set El[20] := (3,4) (4,21) (10,21) (6,10) (3,6) (4,6);
set El[21] := (2,3) (3,20) (15,20) (8,15) (2,8) (2,15);
set El[22] := (6,10) (10,23) (21,23) (18,21) (6,18) (6,23);
set El[23] := (4,6) (6,20) (16,20) (13,16) (4,13) (13,20);
set El[24] := (4,7) (7,21) (15,21) (10,15) (4,10) (7,10);
set El[25] := (1,6) (6,23) (19,23) (9,19) (1,9) (6,9);
