data;

param num_top:=15;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 7 8 14 20;
set Nl[2] := 4 11 13 14 19;
set Nl[3] := 4 5 9 15 18;
set Nl[4] := 1 9 11 15 22;
set Nl[5] := 2 11 12 14 18;
set Nl[6] := 3 7 16 20 21;
set Nl[7] := 5 13 18 20 23;
set Nl[8] := 4 12 16 19 22;
set Nl[9] := 3 8 12 18 20;
set Nl[10] := 1 3 5 18 21;
set Nl[11] := 7 8 14 15 22;
set Nl[12] := 8 11 19 20 21;
set Nl[13] := 2 12 16 21 23;
set Nl[14] := 3 5 13 21 23;
set Nl[15] := 5 8 19 20 21;

set El[1] := (1,8) (7,8) (7,14) (14,20) (1,20) (7,20) (8,20) (1,14) (1,7);
set El[2] := (4,11) (11,19) (14,19) (13,14) (4,13) (4,14) (13,19) (4,19) (11,14);
set El[3] := (4,5) (5,18) (15,18) (9,15) (4,9) (4,15) (5,15) (5,9) (9,18);
set El[4] := (1,9) (9,22) (15,22) (11,15) (1,11) (11,22) (9,11) (1,22) (1,15);
set El[5] := (2,11) (11,18) (14,18) (12,14) (2,12) (2,14) (11,12) (11,14) (12,18);
set El[6] := (3,7) (7,21) (20,21) (16,20) (3,16) (7,16) (3,20) (3,21) (7,20);
set El[7] := (5,13) (13,23) (20,23) (18,20) (5,18) (13,20) (18,23) (5,23) (5,20);
set El[8] := (4,12) (12,22) (19,22) (16,19) (4,16) (12,16) (4,22) (12,19) (4,19);
set El[9] := (3,8) (8,20) (18,20) (12,18) (3,12) (3,20) (3,18) (8,12) (8,18);
set El[10] := (1,3) (3,21) (18,21) (5,18) (1,5) (3,5) (5,21) (1,21) (3,18);
set El[11] := (7,8) (8,22) (15,22) (14,15) (7,14) (14,22) (7,22) (8,14) (7,15);
set El[12] := (8,19) (11,19) (11,20) (20,21) (8,21) (8,20) (11,21) (8,11) (19,21);
set El[13] := (2,12) (12,23) (21,23) (16,21) (2,16) (2,21) (12,21) (12,16) (16,23);
set El[14] := (3,5) (5,23) (21,23) (13,21) (3,13) (3,21) (5,13) (5,21) (3,23);
set El[15] := (5,8) (8,21) (20,21) (19,20) (5,19) (5,20) (19,21) (5,21) (8,20);
