data;

param num_top:=25;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 2 10 16 23;
set Nl[2] := 8 12 18 19 20;
set Nl[3] := 2 4 8 20 23;
set Nl[4] := 5 9 13 17 21;
set Nl[5] := 1 4 15 19 22;
set Nl[6] := 3 8 13 19 20;
set Nl[7] := 1 4 8 13 14;
set Nl[8] := 6 7 11 14 20;
set Nl[9] := 9 13 15 18 21;
set Nl[10] := 5 7 8 11 12;
set Nl[11] := 1 2 4 6 7;
set Nl[12] := 3 6 10 15 21;
set Nl[13] := 2 9 10 11 21;
set Nl[14] := 2 3 7 19 21;
set Nl[15] := 2 10 13 16 21;
set Nl[16] := 3 6 7 10 12;
set Nl[17] := 7 17 19 20 22;
set Nl[18] := 5 10 11 14 20;
set Nl[19] := 9 16 17 18 22;
set Nl[20] := 1 4 15 17 20;
set Nl[21] := 2 5 9 13 16;
set Nl[22] := 2 4 7 8 12;
set Nl[23] := 3 5 7 11 15;
set Nl[24] := 6 14 15 18 23;
set Nl[25] := 6 8 10 12 16;

set El[1] := (1,2) (2,23) (16,23) (10,16) (1,10) (2,10) (1,16) (2,16) (10,23) (1,23);
set El[2] := (8,12) (12,20) (19,20) (18,19) (8,18) (8,20) (12,18) (18,20) (8,19) (12,19);
set El[3] := (2,4) (4,20) (20,23) (8,23) (2,8) (2,23) (2,20) (8,20) (4,8) (4,23);
set El[4] := (5,9) (9,21) (17,21) (13,17) (5,13) (13,21) (9,13) (5,21) (9,17) (5,17);
set El[5] := (1,4) (4,22) (19,22) (15,19) (1,15) (4,19) (1,19) (4,15) (15,22) (1,22);
set El[6] := (3,8) (8,20) (19,20) (13,19) (3,13) (3,20) (8,13) (13,20) (3,19) (8,19);
set El[7] := (1,4) (4,14) (13,14) (8,13) (1,8) (4,13) (1,14) (4,8) (1,13) (8,14);
set El[8] := (6,7) (7,20) (14,20) (11,14) (6,11) (7,11) (6,14) (11,20) (6,20) (7,14);
set El[9] := (9,13) (13,21) (18,21) (15,18) (9,15) (13,18) (9,21) (9,18) (15,21) (13,15);
set El[10] := (5,8) (7,8) (7,11) (11,12) (5,12) (5,11) (8,12) (5,7) (8,11) (7,12);
set El[11] := (1,2) (2,7) (6,7) (4,6) (1,4) (2,6) (1,7) (2,4) (1,6) (4,7);
set El[12] := (3,6) (6,21) (15,21) (10,15) (3,10) (10,21) (3,21) (3,15) (6,15) (6,10);
set El[13] := (2,9) (9,21) (11,21) (10,11) (2,10) (10,21) (9,10) (2,21) (2,11) (9,11);
set El[14] := (2,3) (3,19) (19,21) (7,21) (2,7) (7,19) (3,21) (3,7) (2,19) (2,21);
set El[15] := (2,10) (10,21) (16,21) (13,16) (2,13) (13,21) (2,16) (2,21) (10,13) (10,16);
set El[16] := (3,6) (6,12) (10,12) (7,10) (3,7) (3,12) (6,7) (3,10) (7,12) (6,10);
set El[17] := (7,19) (17,19) (17,20) (20,22) (7,22) (19,20) (7,17) (19,22) (17,22) (7,20);
set El[18] := (5,10) (10,20) (14,20) (11,14) (5,11) (11,20) (5,14) (5,20) (10,11) (10,14);
set El[19] := (9,16) (16,22) (18,22) (17,18) (9,17) (9,22) (17,22) (9,18) (16,17) (16,18);
set El[20] := (1,4) (4,20) (17,20) (15,17) (1,15) (4,15) (15,20) (1,17) (1,20) (4,17);
set El[21] := (2,5) (5,16) (13,16) (9,13) (2,9) (5,13) (9,16) (2,16) (5,9) (2,13);
set El[22] := (2,4) (4,8) (7,8) (7,12) (2,12) (4,7) (8,12) (2,7) (4,12) (2,8);
set El[23] := (3,5) (5,15) (11,15) (7,11) (3,7) (3,15) (7,15) (3,11) (5,7) (5,11);
set El[24] := (6,14) (14,23) (18,23) (15,18) (6,15) (14,18) (14,15) (15,23) (6,18) (6,23);
set El[25] := (6,8) (8,16) (12,16) (10,12) (6,10) (6,12) (6,16) (10,16) (8,12) (8,10);
