data;

param num_top:=20;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 5 6 12 13 17;
set Nl[2] := 2 12 13 17 21;
set Nl[3] := 2 12 16 18 22;
set Nl[4] := 1 4 7 18 19;
set Nl[5] := 6 10 14 21 22;
set Nl[6] := 1 15 17 19 20;
set Nl[7] := 2 6 18 19 21;
set Nl[8] := 1 2 4 19 22;
set Nl[9] := 3 7 8 10 20;
set Nl[10] := 3 13 17 18 19;
set Nl[11] := 3 5 9 20 22;
set Nl[12] := 3 4 20 22 23;
set Nl[13] := 3 4 7 17 19;
set Nl[14] := 1 4 8 19 20;
set Nl[15] := 1 15 20 22 23;
set Nl[16] := 4 10 12 13 14;
set Nl[17] := 3 6 12 13 20;
set Nl[18] := 5 7 9 16 22;
set Nl[19] := 7 12 16 18 21;
set Nl[20] := 1 3 8 18 23;

set El[1] := (5,6) (6,17) (13,17) (12,13) (5,12) (12,17) (6,13) (5,17) (6,12);
set El[2] := (2,12) (12,21) (17,21) (13,17) (2,13) (12,17) (13,21) (2,21) (12,13);
set El[3] := (2,12) (12,22) (18,22) (16,18) (2,16) (12,18) (2,22) (16,22) (2,18);
set El[4] := (1,4) (4,19) (18,19) (7,18) (1,7) (4,18) (1,18) (1,19) (4,7);
set El[5] := (6,10) (10,22) (21,22) (14,21) (6,14) (6,22) (10,21) (6,21) (14,22);
set El[6] := (1,15) (15,20) (19,20) (17,19) (1,17) (1,20) (1,19) (15,19) (15,17);
set El[7] := (2,18) (6,18) (6,19) (19,21) (2,21) (18,21) (18,19) (2,19) (2,6);
set El[8] := (1,2) (2,22) (19,22) (4,19) (1,4) (1,19) (4,22) (2,4) (1,22);
set El[9] := (3,8) (7,8) (7,10) (10,20) (3,20) (3,7) (8,10) (3,10) (7,20);
set El[10] := (3,13) (13,19) (18,19) (17,18) (3,17) (3,18) (3,19) (13,17) (13,18);
set El[11] := (3,5) (5,22) (20,22) (9,20) (3,9) (5,9) (3,22) (9,22) (3,20);
set El[12] := (3,4) (4,23) (22,23) (20,22) (3,20) (4,22) (4,20) (3,23) (20,23);
set El[13] := (3,4) (4,19) (17,19) (7,17) (3,7) (7,19) (4,7) (3,17) (3,19);
set El[14] := (1,4) (4,20) (19,20) (8,19) (1,8) (1,20) (1,19) (4,8) (8,20);
set El[15] := (1,15) (15,23) (22,23) (20,22) (1,20) (15,22) (15,20) (1,23) (20,23);
set El[16] := (4,10) (10,14) (13,14) (12,13) (4,12) (10,13) (4,14) (10,12) (12,14);
set El[17] := (3,6) (6,20) (13,20) (12,13) (3,12) (6,12) (6,13) (12,20) (3,13);
set El[18] := (5,7) (7,22) (16,22) (9,16) (5,9) (5,22) (7,9) (5,16) (9,22);
set El[19] := (7,16) (12,16) (12,18) (18,21) (7,21) (7,12) (7,18) (16,21) (12,21);
set El[20] := (1,3) (3,18) (18,23) (8,23) (1,8) (1,23) (1,18) (8,18) (3,8);
