data;

param num_top:=20;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 13 14 15 21 23;
set Nl[2] := 3 10 11 15 20;
set Nl[3] := 3 6 8 12 23;
set Nl[4] := 3 4 8 12 20;
set Nl[5] := 4 17 18 19 21;
set Nl[6] := 4 9 10 18 23;
set Nl[7] := 7 8 9 19 23;
set Nl[8] := 1 6 14 17 20;
set Nl[9] := 1 5 11 12 22;
set Nl[10] := 4 9 18 20 21;
set Nl[11] := 1 10 11 14 16;
set Nl[12] := 5 9 10 11 16;
set Nl[13] := 4 9 16 21 22;
set Nl[14] := 5 10 15 20 23;
set Nl[15] := 1 3 10 13 15;
set Nl[16] := 1 7 10 13 14;
set Nl[17] := 3 4 10 11 16;
set Nl[18] := 2 3 5 10 22;
set Nl[19] := 4 9 14 16 21;
set Nl[20] := 6 7 14 17 19;

set El[1] := (13,14) (14,23) (21,23) (15,21) (13,15) (14,21) (14,15);
set El[2] := (3,10) (10,20) (15,20) (11,15) (3,11) (11,20) (10,11);
set El[3] := (3,6) (6,12) (12,23) (8,23) (3,8) (6,8) (3,12);
set El[4] := (3,4) (4,20) (12,20) (8,12) (3,8) (4,8) (8,20);
set El[5] := (4,17) (17,21) (19,21) (18,19) (4,18) (17,18) (4,21);
set El[6] := (4,9) (9,23) (18,23) (10,18) (4,10) (9,10) (4,23);
set El[7] := (7,8) (8,23) (19,23) (9,19) (7,9) (8,9) (7,23);
set El[8] := (1,6) (6,20) (17,20) (14,17) (1,14) (6,17) (1,20);
set El[9] := (1,5) (5,22) (12,22) (11,12) (1,11) (1,12) (1,22);
set El[10] := (4,9) (9,21) (20,21) (18,20) (4,18) (18,21) (9,20);
set El[11] := (1,10) (10,16) (14,16) (11,14) (1,11) (11,16) (10,14);
set El[12] := (5,9) (9,16) (11,16) (10,11) (5,10) (5,16) (5,11);
set El[13] := (4,9) (9,22) (21,22) (16,21) (4,16) (4,21) (9,21);
set El[14] := (5,10) (10,23) (20,23) (15,20) (5,15) (5,23) (5,20);
set El[15] := (1,3) (3,15) (13,15) (10,13) (1,10) (3,10) (10,15);
set El[16] := (1,7) (7,14) (13,14) (10,13) (1,10) (7,10) (1,14);
set El[17] := (3,4) (4,16) (11,16) (10,11) (3,10) (4,10) (10,16);
set El[18] := (2,3) (3,22) (10,22) (5,10) (2,5) (2,22) (3,5);
set El[19] := (4,9) (9,21) (16,21) (14,16) (4,14) (9,14) (4,16);
set El[20] := (6,7) (7,19) (17,19) (14,17) (6,14) (6,17) (7,17);
