data;

param num_top:=30;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 6 8 11 14 19;
set Nl[2] := 4 10 11 12 16 23;
set Nl[3] := 4 5 6 14 17 18;
set Nl[4] := 2 4 7 13 18 22;
set Nl[5] := 3 6 7 12 16 23;
set Nl[6] := 3 6 9 12 16 22;
set Nl[7] := 2 6 7 13 17 18;
set Nl[8] := 4 6 15 18 19 22;
set Nl[9] := 10 12 16 17 18 19;
set Nl[10] := 6 15 16 19 21 23;
set Nl[11] := 2 3 4 7 12 14;
set Nl[12] := 1 3 9 14 20 22;
set Nl[13] := 1 3 6 10 12 22;
set Nl[14] := 1 3 7 9 14 19;
set Nl[15] := 3 6 10 12 20 21;
set Nl[16] := 4 8 9 13 18 19;
set Nl[17] := 3 6 14 16 20 22;
set Nl[18] := 1 3 4 8 10 20;
set Nl[19] := 1 11 12 16 19 22;
set Nl[20] := 5 8 13 16 20 21;
set Nl[21] := 2 5 13 15 17 23;
set Nl[22] := 1 2 5 17 21 22;
set Nl[23] := 3 12 14 15 21 23;
set Nl[24] := 1 2 3 14 15 21;
set Nl[25] := 7 11 12 18 22 23;
set Nl[26] := 5 7 8 13 16 17;
set Nl[27] := 2 4 7 10 18 20;
set Nl[28] := 3 5 8 12 17 19;
set Nl[29] := 3 5 10 13 15 21;
set Nl[30] := 2 4 10 13 18 19;

set El[1] := (3,11) (6,11) (6,14) (8,14) (8,19) (3,19) (14,19) (3,14) (6,19) (6,8) (11,19);
set El[2] := (4,12) (10,12) (10,16) (11,16) (11,23) (4,23) (4,11) (12,23) (10,23) (4,16) (10,11);
set El[3] := (4,14) (5,14) (5,17) (6,17) (6,18) (4,18) (14,17) (4,6) (5,6) (6,14) (4,5);
set El[4] := (2,13) (4,13) (4,18) (7,18) (7,22) (2,22) (2,7) (4,7) (18,22) (2,4) (2,18);
set El[5] := (3,12) (6,12) (6,16) (7,16) (7,23) (3,23) (7,12) (3,6) (3,16) (3,7) (12,23);
set El[6] := (3,12) (6,12) (6,16) (9,16) (9,22) (3,22) (6,9) (6,22) (3,16) (12,16) (3,6);
set El[7] := (2,7) (7,18) (17,18) (6,17) (6,13) (2,13) (6,18) (7,13) (2,6) (6,7) (2,18);
set El[8] := (4,18) (6,18) (6,19) (15,19) (15,22) (4,22) (6,22) (4,15) (15,18) (6,15) (4,19);
set El[9] := (10,17) (12,17) (12,18) (16,18) (16,19) (10,19) (10,18) (16,17) (12,19) (17,18) (10,16);
set El[10] := (6,15) (15,16) (16,19) (19,21) (21,23) (6,23) (15,21) (16,21) (6,19) (15,23) (6,21);
set El[11] := (2,7) (3,7) (3,12) (4,12) (4,14) (2,14) (3,4) (7,12) (2,12) (4,7) (12,14);
set El[12] := (1,14) (3,14) (3,20) (9,20) (9,22) (1,22) (14,20) (20,22) (1,20) (3,9) (14,22);
set El[13] := (1,10) (3,10) (3,12) (6,12) (6,22) (1,22) (12,22) (3,6) (3,22) (6,10) (10,12);
set El[14] := (1,9) (3,9) (3,14) (7,14) (7,19) (1,19) (7,9) (14,19) (9,19) (1,3) (3,19);
set El[15] := (3,12) (6,12) (6,20) (10,20) (10,21) (3,21) (6,21) (12,20) (20,21) (3,6) (10,12);
set El[16] := (4,13) (8,13) (8,18) (9,18) (9,19) (4,19) (4,8) (13,18) (4,9) (9,13) (4,18);
set El[17] := (3,16) (6,16) (6,20) (14,20) (14,22) (3,22) (6,14) (16,20) (14,16) (3,20) (6,22);
set El[18] := (1,8) (3,8) (3,10) (4,10) (4,20) (1,20) (8,10) (8,20) (4,8) (1,3) (1,10);
set El[19] := (1,16) (11,16) (11,19) (12,19) (12,22) (1,22) (11,22) (16,22) (16,19) (11,12) (19,22);
set El[20] := (5,16) (13,16) (13,21) (8,21) (8,20) (5,20) (5,21) (20,21) (16,21) (8,16) (16,20);
set El[21] := (2,15) (5,15) (5,17) (13,17) (13,23) (2,23) (2,5) (17,23) (5,23) (2,17) (5,13);
set El[22] := (1,2) (2,5) (5,17) (17,21) (21,22) (1,22) (5,21) (5,22) (17,22) (2,21) (1,21);
set El[23] := (3,12) (12,14) (14,15) (15,21) (21,23) (3,23) (3,14) (12,15) (3,15) (15,23) (14,23);
set El[24] := (1,2) (2,3) (3,14) (14,15) (15,21) (1,21) (2,21) (2,15) (3,15) (3,21) (14,21);
set El[25] := (7,11) (11,12) (12,18) (18,22) (22,23) (7,23) (11,23) (12,23) (11,22) (7,12) (7,18);
set El[26] := (5,7) (7,8) (8,13) (13,16) (16,17) (5,17) (8,17) (8,16) (5,13) (7,17) (5,16);
set El[27] := (2,10) (4,10) (4,18) (7,18) (7,20) (2,20) (18,20) (2,7) (4,20) (2,4) (2,18);
set El[28] := (3,12) (5,12) (5,17) (8,17) (8,19) (3,19) (5,8) (3,8) (3,5) (12,17) (12,19);
set El[29] := (3,13) (5,13) (5,15) (10,15) (10,21) (3,21) (3,10) (10,13) (15,21) (5,10) (13,15);
set El[30] := (2,13) (4,13) (4,18) (10,18) (10,19) (2,19) (10,13) (4,10) (2,18) (18,19) (13,18);
