data;

param num_top:=20;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 5 7 10 15 20;
set Nl[2] := 6 8 13 15 20;
set Nl[3] := 2 5 18 19 22;
set Nl[4] := 8 11 16 17 19;
set Nl[5] := 2 9 11 17 18;
set Nl[6] := 1 6 9 21 23;
set Nl[7] := 6 12 13 18 23;
set Nl[8] := 3 6 11 13 14;
set Nl[9] := 3 10 13 14 16;
set Nl[10] := 4 5 8 9 23;
set Nl[11] := 4 10 11 15 19;
set Nl[12] := 2 6 20 22 23;
set Nl[13] := 4 9 10 17 19;
set Nl[14] := 6 12 15 19 23;
set Nl[15] := 8 15 17 19 21;
set Nl[16] := 4 6 7 8 9;
set Nl[17] := 3 8 13 15 21;
set Nl[18] := 4 9 15 18 20;
set Nl[19] := 6 7 15 16 23;
set Nl[20] := 5 6 9 17 18;

set El[1] := (5,7) (7,20) (15,20) (10,15) (5,10) (5,20) (10,20) (5,15);
set El[2] := (6,8) (8,20) (15,20) (13,15) (6,13) (8,15) (13,20) (8,13);
set El[3] := (2,5) (5,19) (19,22) (18,22) (2,18) (5,18) (5,22) (18,19);
set El[4] := (8,11) (11,19) (17,19) (16,17) (8,16) (8,17) (11,16) (11,17);
set El[5] := (2,9) (9,18) (17,18) (11,17) (2,11) (11,18) (2,17) (2,18);
set El[6] := (1,6) (6,23) (21,23) (9,21) (1,9) (6,9) (6,21) (1,21);
set El[7] := (6,12) (12,23) (18,23) (13,18) (6,13) (6,18) (13,23) (12,13);
set El[8] := (3,6) (6,14) (13,14) (11,13) (3,11) (6,13) (6,11) (11,14);
set El[9] := (3,10) (10,16) (14,16) (13,14) (3,13) (13,16) (3,16) (10,14);
set El[10] := (4,5) (5,9) (9,23) (8,23) (4,8) (4,23) (4,9) (8,9);
set El[11] := (4,10) (10,19) (15,19) (11,15) (4,11) (10,11) (4,19) (11,19);
set El[12] := (2,6) (6,23) (22,23) (20,22) (2,20) (2,22) (6,20) (6,22);
set El[13] := (4,9) (9,19) (17,19) (10,17) (4,10) (9,17) (4,19) (9,10);
set El[14] := (6,12) (12,19) (19,23) (15,23) (6,15) (15,19) (12,23) (6,23);
set El[15] := (8,17) (15,17) (15,19) (19,21) (8,21) (17,21) (15,21) (8,15);
set El[16] := (4,6) (6,9) (8,9) (7,8) (4,7) (6,8) (4,9) (7,9);
set El[17] := (3,8) (8,21) (15,21) (13,15) (3,13) (13,21) (3,15) (8,15);
set El[18] := (4,9) (9,18) (18,20) (15,20) (4,15) (15,18) (9,15) (4,20);
set El[19] := (6,7) (7,23) (16,23) (15,16) (6,15) (7,15) (15,23) (6,16);
set El[20] := (5,6) (6,18) (17,18) (9,17) (5,9) (6,9) (6,17) (9,18);
