data;

param num_top:=24;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 5 10 16 18 20 21;
set Nl[2] := 2 3 5 7 12 16;
set Nl[3] := 3 6 8 10 12 20;
set Nl[4] := 1 4 6 11 19 21;
set Nl[5] := 8 9 12 14 20 22;
set Nl[6] := 1 4 8 14 21 22;
set Nl[7] := 1 2 3 8 14 16;
set Nl[8] := 4 5 9 15 16 21;
set Nl[9] := 4 5 6 16 18 22;
set Nl[10] := 3 10 12 17 18 19;
set Nl[11] := 2 10 13 16 18 21;
set Nl[12] := 2 3 4 6 14 16;
set Nl[13] := 2 6 12 17 21 22;
set Nl[14] := 2 4 7 10 13 23;
set Nl[15] := 3 6 7 11 12 21;
set Nl[16] := 4 12 15 16 18 23;
set Nl[17] := 4 6 8 16 18 22;
set Nl[18] := 1 7 10 11 17 21;
set Nl[19] := 2 3 6 12 14 16;
set Nl[20] := 11 12 14 16 18 21;
set Nl[21] := 1 5 9 10 11 15;
set Nl[22] := 4 5 7 8 15 20;
set Nl[23] := 3 5 13 16 19 20;
set Nl[24] := 2 4 5 6 18 22;

set El[1] := (5,18) (10,18) (10,20) (16,20) (16,21) (5,21) (10,21) (5,10) (20,21);
set El[2] := (2,7) (3,7) (3,12) (5,12) (5,16) (2,16) (12,16) (2,12) (5,7);
set El[3] := (3,10) (6,10) (6,12) (8,12) (8,20) (3,20) (3,12) (10,20) (10,12);
set El[4] := (1,11) (4,11) (4,19) (6,19) (6,21) (1,21) (19,21) (4,21) (4,6);
set El[5] := (8,14) (9,14) (9,20) (12,20) (12,22) (8,22) (14,22) (9,12) (8,12);
set El[6] := (1,14) (4,14) (4,21) (8,21) (8,22) (1,22) (14,22) (4,8) (1,21);
set El[7] := (1,8) (2,8) (2,14) (3,14) (3,16) (1,16) (1,14) (14,16) (1,3);
set El[8] := (4,15) (5,15) (5,16) (9,16) (9,21) (4,21) (15,16) (4,16) (9,15);
set El[9] := (4,16) (5,16) (5,18) (6,18) (6,22) (4,22) (5,6) (16,22) (4,18);
set El[10] := (3,10) (10,12) (12,17) (17,18) (18,19) (3,19) (17,19) (10,17) (10,19);
set El[11] := (2,10) (10,13) (13,16) (16,18) (18,21) (2,21) (10,18) (10,16) (2,13);
set El[12] := (2,6) (3,6) (3,14) (4,14) (4,16) (2,16) (2,4) (2,3) (6,16);
set El[13] := (2,6) (6,12) (12,17) (17,21) (21,22) (2,22) (2,17) (2,12) (6,17);
set El[14] := (2,10) (4,10) (4,13) (7,13) (7,23) (2,23) (7,10) (10,23) (13,23);
set El[15] := (3,11) (6,11) (6,12) (7,12) (7,21) (3,21) (3,6) (12,21) (3,12);
set El[16] := (4,16) (12,16) (12,18) (15,18) (15,23) (4,23) (4,12) (4,15) (12,23);
set El[17] := (4,16) (6,16) (6,18) (8,18) (8,22) (4,22) (4,8) (16,22) (4,18);
set El[18] := (1,11) (10,11) (10,21) (7,21) (7,17) (1,17) (1,7) (1,21) (7,11);
set El[19] := (2,12) (3,12) (3,14) (6,14) (6,16) (2,16) (3,6) (12,16) (2,14);
set El[20] := (11,16) (12,16) (12,18) (14,18) (14,21) (11,21) (14,16) (16,18) (18,21);
set El[21] := (1,5) (5,9) (9,10) (10,11) (11,15) (1,15) (9,15) (1,9) (1,11);
set El[22] := (4,5) (5,7) (7,8) (8,15) (15,20) (4,20) (5,8) (4,7) (8,20);
set El[23] := (3,5) (5,13) (13,16) (16,19) (19,20) (3,20) (13,20) (5,20) (13,19);
set El[24] := (2,4) (4,5) (5,6) (6,18) (18,22) (2,22) (4,6) (6,22) (2,5);
