data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 3 8 12 13 16 20;
set Nl[2] := 8 9 16 19 22 23;
set Nl[3] := 6 10 11 14 15 17;
set Nl[4] := 3 7 10 17 19 21;
set Nl[5] := 1 9 10 16 22 23;
set Nl[6] := 5 6 14 15 18 19;
set Nl[7] := 1 5 11 21 22 23;
set Nl[8] := 4 8 9 20 22 23;
set Nl[9] := 10 11 13 15 19 21;
set Nl[10] := 4 10 12 14 17 21;
set Nl[11] := 1 7 8 16 19 22;
set Nl[12] := 4 7 12 13 16 21;
set Nl[13] := 5 9 10 13 16 17;
set Nl[14] := 2 7 8 17 22 23;
set Nl[15] := 2 14 15 17 20 21;
set Nl[16] := 3 8 9 10 12 19;
set Nl[17] := 1 3 10 14 20 22;
set Nl[18] := 3 8 12 14 18 19;

set El[1] := (3,13) (8,13) (8,16) (12,16) (12,20) (3,20) (3,12) (8,20);
set El[2] := (8,9) (9,16) (16,19) (19,22) (22,23) (8,23) (9,23) (8,16);
set El[3] := (6,10) (10,11) (11,14) (14,15) (15,17) (6,17) (6,15) (10,14);
set El[4] := (3,10) (10,17) (17,21) (7,21) (7,19) (3,19) (7,10) (3,21);
set El[5] := (1,9) (9,10) (10,16) (16,22) (22,23) (1,23) (10,23) (9,16);
set El[6] := (5,15) (6,15) (6,18) (14,18) (14,19) (5,19) (6,14) (5,6);
set El[7] := (1,5) (5,11) (11,21) (21,22) (22,23) (1,23) (11,23) (1,11);
set El[8] := (4,9) (9,23) (22,23) (8,22) (8,20) (4,20) (4,8) (4,23);
set El[9] := (10,11) (11,13) (13,15) (15,19) (19,21) (10,21) (10,13) (11,19);
set El[10] := (4,10) (10,12) (12,14) (14,17) (17,21) (4,21) (4,14) (10,14);
set El[11] := (1,16) (8,16) (8,22) (7,22) (7,19) (1,19) (8,19) (7,8);
set El[12] := (4,13) (12,13) (12,21) (7,21) (7,16) (4,16) (12,16) (13,21);
set El[13] := (5,13) (9,13) (9,16) (10,16) (10,17) (5,17) (5,10) (9,10);
set El[14] := (2,8) (8,23) (22,23) (7,22) (7,17) (2,17) (2,22) (2,23);
set El[15] := (2,17) (14,17) (14,20) (15,20) (15,21) (2,21) (17,21) (2,20);
set El[16] := (3,10) (8,10) (8,12) (9,12) (9,19) (3,19) (8,19) (10,12);
set El[17] := (1,3) (3,10) (10,14) (14,20) (20,22) (1,22) (14,22) (1,20);
set El[18] := (3,14) (8,14) (8,18) (12,18) (12,19) (3,19) (18,19) (8,12);
