data;

param num_top:=20;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 2 7 8 17 23;
set Nl[2] := 6 12 17 18 19;
set Nl[3] := 9 10 17 18 22;
set Nl[4] := 4 10 13 19 23;
set Nl[5] := 1 2 5 13 18;
set Nl[6] := 5 10 15 17 22;
set Nl[7] := 5 14 17 21 23;
set Nl[8] := 2 7 9 10 13;
set Nl[9] := 3 5 8 17 18;
set Nl[10] := 2 5 7 10 23;
set Nl[11] := 3 8 15 22 23;
set Nl[12] := 2 7 10 12 15;
set Nl[13] := 2 3 4 11 17;
set Nl[14] := 10 12 13 20 23;
set Nl[15] := 5 8 12 14 15;
set Nl[16] := 2 3 4 17 22;
set Nl[17] := 4 6 8 10 20;
set Nl[18] := 6 8 17 19 23;
set Nl[19] := 4 5 10 15 18;
set Nl[20] := 3 5 11 14 19;

set El[1] := (2,7) (7,8) (8,23) (17,23) (2,17) (7,23) (8,17) (2,23) (7,17) (2,8);
set El[2] := (6,12) (12,19) (18,19) (17,18) (6,17) (17,19) (12,17) (6,19) (6,18) (12,18);
set El[3] := (9,10) (10,22) (18,22) (17,18) (9,17) (17,22) (9,18) (10,17) (9,22) (10,18);
set El[4] := (4,10) (10,23) (19,23) (13,19) (4,13) (10,13) (4,23) (13,23) (4,19) (10,19);
set El[5] := (1,2) (2,18) (13,18) (5,13) (1,5) (1,13) (2,5) (2,13) (1,18) (5,18);
set El[6] := (5,10) (10,22) (17,22) (15,17) (5,15) (10,15) (5,17) (5,22) (10,17) (15,22);
set El[7] := (5,14) (14,23) (21,23) (17,21) (5,17) (5,21) (14,21) (17,23) (14,17) (5,23);
set El[8] := (2,7) (7,13) (10,13) (9,10) (2,9) (9,13) (7,9) (2,13) (7,10) (2,10);
set El[9] := (3,5) (5,18) (17,18) (8,17) (3,8) (3,18) (5,17) (5,8) (8,18) (3,17);
set El[10] := (2,5) (5,10) (10,23) (7,23) (2,7) (7,10) (2,10) (5,23) (5,7) (2,23);
set El[11] := (3,8) (8,23) (22,23) (15,22) (3,15) (3,22) (3,23) (15,23) (8,15) (8,22);
set El[12] := (2,7) (7,15) (12,15) (10,12) (2,10) (2,15) (7,10) (7,12) (10,15) (2,12);
set El[13] := (2,3) (3,17) (11,17) (4,11) (2,4) (2,11) (4,17) (2,17) (3,11) (3,4);
set El[14] := (10,12) (12,23) (20,23) (13,20) (10,13) (10,20) (12,13) (10,23) (12,20) (13,23);
set El[15] := (5,8) (8,15) (14,15) (12,14) (5,12) (5,15) (8,12) (12,15) (5,14) (8,14);
set El[16] := (2,3) (3,22) (17,22) (4,17) (2,4) (2,17) (2,22) (3,17) (3,4) (4,22);
set El[17] := (4,6) (6,20) (10,20) (8,10) (4,8) (8,20) (4,10) (4,20) (6,8) (6,10);
set El[18] := (6,8) (8,23) (19,23) (17,19) (6,17) (8,17) (8,19) (17,23) (6,19) (6,23);
set El[19] := (4,5) (5,18) (15,18) (10,15) (4,10) (10,18) (5,15) (5,10) (4,18) (4,15);
set El[20] := (3,5) (5,19) (14,19) (11,14) (3,11) (3,19) (11,19) (3,14) (5,11) (5,14);
