data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 4 5 12 14 19 22;
set Nl[2] := 8 12 14 15 21 22;
set Nl[3] := 2 8 11 16 18 19;
set Nl[4] := 5 9 11 15 21 23;
set Nl[5] := 2 3 8 13 14 17;
set Nl[6] := 4 5 10 14 21 22;
set Nl[7] := 4 7 10 13 14 18;
set Nl[8] := 2 4 5 15 18 21;
set Nl[9] := 5 10 12 14 15 17;
set Nl[10] := 2 3 4 5 20 23;
set Nl[11] := 4 8 9 16 17 22;
set Nl[12] := 4 6 9 14 17 21;
set Nl[13] := 14 15 16 18 19 22;
set Nl[14] := 2 5 10 13 18 19;
set Nl[15] := 1 8 16 17 18 21;
set Nl[16] := 3 4 5 8 12 19;
set Nl[17] := 1 3 8 17 21 23;
set Nl[18] := 1 4 6 7 9 17;

set El[1] := (4,14) (5,14) (5,19) (12,19) (12,22) (4,22) (14,22) (4,5);
set El[2] := (8,12) (12,14) (14,15) (15,21) (21,22) (8,22) (14,21) (8,14);
set El[3] := (2,16) (8,16) (8,18) (11,18) (11,19) (2,19) (18,19) (8,11);
set El[4] := (5,9) (9,11) (11,15) (15,21) (21,23) (5,23) (9,15) (11,21);
set El[5] := (2,13) (3,13) (3,14) (8,14) (8,17) (2,17) (2,14) (13,17);
set El[6] := (4,5) (5,10) (10,14) (14,21) (21,22) (4,22) (10,21) (14,22);
set El[7] := (4,13) (7,13) (7,14) (10,14) (10,18) (4,18) (4,14) (7,10);
set El[8] := (2,15) (4,15) (4,18) (5,18) (5,21) (2,21) (4,21) (4,5);
set El[9] := (5,10) (10,12) (12,14) (14,15) (15,17) (5,17) (10,17) (12,17);
set El[10] := (2,5) (3,5) (3,20) (4,20) (4,23) (2,23) (5,23) (2,4);
set El[11] := (4,16) (9,16) (9,22) (8,22) (8,17) (4,17) (8,9) (8,16);
set El[12] := (4,14) (6,14) (6,17) (9,17) (9,21) (4,21) (14,21) (6,9);
set El[13] := (14,18) (15,18) (15,19) (16,19) (16,22) (14,22) (14,19) (15,22);
set El[14] := (2,13) (5,13) (5,18) (10,18) (10,19) (2,19) (2,10) (18,19);
set El[15] := (1,16) (16,17) (17,21) (8,21) (8,18) (1,18) (8,17) (16,21);
set El[16] := (3,8) (4,8) (4,12) (5,12) (5,19) (3,19) (8,19) (5,8);
set El[17] := (1,17) (3,17) (3,21) (8,21) (8,23) (1,23) (8,17) (1,21);
set El[18] := (1,7) (4,7) (4,9) (6,9) (6,17) (1,17) (9,17) (6,7);
