data;

param num_top:=30;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 2 4 6 7 11 13;
set Nl[2] := 4 5 17 19 21 22;
set Nl[3] := 6 11 12 13 19 21;
set Nl[4] := 4 7 10 13 14 18;
set Nl[5] := 4 11 13 15 21 23;
set Nl[6] := 2 8 9 10 12 13;
set Nl[7] := 7 9 10 13 21 23;
set Nl[8] := 2 8 14 16 18 20;
set Nl[9] := 1 3 9 10 15 16;
set Nl[10] := 5 7 10 11 15 22;
set Nl[11] := 2 10 14 16 20 22;
set Nl[12] := 2 7 8 18 19 21;
set Nl[13] := 8 11 13 14 17 21;
set Nl[14] := 1 10 12 15 20 22;
set Nl[15] := 2 10 11 13 16 22;
set Nl[16] := 2 6 8 10 17 22;
set Nl[17] := 3 4 9 16 20 23;
set Nl[18] := 12 15 17 19 20 22;
set Nl[19] := 1 5 9 15 17 20;
set Nl[20] := 3 5 10 11 13 21;
set Nl[21] := 2 7 10 17 19 22;
set Nl[22] := 6 9 11 12 14 19;
set Nl[23] := 4 7 9 11 16 18;
set Nl[24] := 11 12 14 17 19 20;
set Nl[25] := 5 6 14 18 21 22;
set Nl[26] := 2 7 14 17 21 23;
set Nl[27] := 1 2 6 11 14 19;
set Nl[28] := 4 7 11 12 15 21;
set Nl[29] := 1 2 12 13 14 23;
set Nl[30] := 1 4 5 8 17 20;

set El[1] := (2,7) (4,7) (4,11) (6,11) (6,13) (2,13) (7,11) (6,7) (4,6) (2,11) (7,13) (11,13);
set El[2] := (4,5) (5,17) (17,19) (19,21) (21,22) (4,22) (4,21) (5,19) (17,21) (4,19) (17,22) (5,21);
set El[3] := (6,13) (11,13) (11,19) (12,19) (12,21) (6,21) (6,11) (11,12) (13,19) (6,19) (6,12) (19,21);
set El[4] := (4,13) (7,13) (7,14) (10,14) (10,18) (4,18) (10,13) (4,7) (13,18) (7,10) (4,10) (13,14);
set El[5] := (4,11) (11,13) (13,15) (15,21) (21,23) (4,23) (15,23) (13,23) (4,13) (11,23) (4,15) (4,21);
set El[6] := (2,10) (8,10) (8,12) (9,12) (9,13) (2,13) (2,8) (10,12) (2,9) (8,13) (9,10) (12,13);
set El[7] := (7,9) (9,10) (10,13) (13,21) (21,23) (7,23) (7,10) (9,23) (9,21) (10,23) (10,21) (13,23);
set El[8] := (2,16) (8,16) (8,18) (14,18) (14,20) (2,20) (8,20) (14,16) (16,18) (16,20) (2,14) (18,20);
set El[9] := (1,10) (3,10) (3,15) (9,15) (9,16) (1,16) (3,9) (1,15) (9,10) (15,16) (3,16) (1,9);
set El[10] := (5,11) (10,11) (10,22) (7,22) (7,15) (5,15) (10,15) (7,11) (15,22) (11,15) (5,7) (7,10);
set El[11] := (2,16) (10,16) (10,20) (14,20) (14,22) (2,22) (2,10) (2,14) (20,22) (2,20) (10,14) (16,22);
set El[12] := (2,19) (18,19) (7,18) (7,8) (8,21) (2,21) (8,19) (7,21) (19,21) (2,7) (7,19) (2,8);
set El[13] := (8,11) (11,13) (13,14) (14,17) (17,21) (8,21) (11,14) (11,17) (11,21) (8,17) (13,21) (14,21);
