data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 10 11 13 18 20;
set Nl[2] := 1 2 6 9 16 22;
set Nl[3] := 5 13 14 15 16 18;
set Nl[4] := 6 7 11 12 20 22;
set Nl[5] := 4 7 8 9 12 15;
set Nl[6] := 2 3 4 7 15 23;
set Nl[7] := 1 4 7 11 17 22;
set Nl[8] := 2 7 11 19 21 22;
set Nl[9] := 2 7 12 17 21 23;
set Nl[10] := 2 5 9 10 14 15;
set Nl[11] := 2 5 7 18 20 23;
set Nl[12] := 2 3 7 8 14 16;
set Nl[13] := 1 6 9 21 22 23;
set Nl[14] := 2 5 7 11 19 21;
set Nl[15] := 9 11 13 15 16 23;
set Nl[16] := 2 5 6 9 10 15;
set Nl[17] := 5 8 9 15 16 22;
set Nl[18] := 1 7 11 18 19 22;

set El[1] := (1,13) (10,13) (10,18) (11,18) (11,20) (1,20) (11,13) (1,18) (10,20) (18,20) (1,10) (13,18) (10,11);
set El[2] := (1,9) (2,9) (2,16) (6,16) (6,22) (1,22) (16,22) (1,16) (6,9) (1,6) (2,6) (2,22) (9,22);
set El[3] := (5,15) (13,15) (13,16) (14,16) (14,18) (5,18) (13,18) (5,16) (14,15) (15,16) (13,14) (5,13) (16,18);
set El[4] := (6,12) (11,12) (11,22) (7,22) (7,20) (6,20) (20,22) (7,12) (7,11) (12,22) (6,7) (12,20) (6,22);
set El[5] := (4,7) (7,8) (8,9) (9,12) (12,15) (4,15) (4,9) (7,12) (4,8) (9,15) (7,15) (8,15) (4,12);
set El[6] := (2,3) (3,4) (4,15) (7,15) (7,23) (2,23) (3,15) (2,4) (4,7) (4,23) (15,23) (3,7) (2,15);
set El[7] := (1,11) (4,11) (4,17) (7,17) (7,22) (1,22) (1,7) (4,7) (1,17) (7,11) (4,22) (11,17) (17,22);
set El[8] := (2,19) (11,19) (11,22) (7,22) (7,21) (2,21) (2,22) (7,19) (19,21) (19,22) (21,22) (11,21) (2,11);
set El[9] := (2,12) (12,17) (17,23) (7,23) (7,21) (2,21) (2,17) (7,12) (2,7) (12,23) (17,21) (2,23) (7,17);
set El[10] := (2,10) (5,10) (5,14) (9,14) (9,15) (2,15) (2,5) (2,14) (10,15) (10,14) (9,10) (5,15) (14,15);
set El[11] := (2,18) (5,18) (5,20) (7,20) (7,23) (2,23) (2,20) (20,23) (2,5) (7,18) (2,7) (5,23) (18,20);
set El[12] := (2,3) (3,7) (7,8) (8,14) (14,16) (2,16) (3,16) (8,16) (7,16) (3,8) (2,8) (7,14) (2,7);
set El[13] := (1,6) (6,9) (9,21) (21,22) (22,23) (1,23) (6,21) (1,21) (9,23) (6,23) (1,22) (6,22) (9,22);
set El[14] := (2,11) (5,11) (5,19) (7,19) (7,21) (2,21) (11,21) (5,21) (2,7) (7,11) (19,21) (2,5) (2,19);
set El[15] := (9,11) (11,13) (13,15) (15,16) (16,23) (9,23) (9,16) (9,15) (11,23) (9,13) (15,23) (11,16) (13,16);
set El[16] := (2,5) (5,6) (6,9) (9,10) (10,15) (2,15) (5,9) (9,15) (2,9) (5,10) (6,10) (6,15) (2,6);
set El[17] := (5,15) (9,15) (9,22) (8,22) (8,16) (5,16) (8,15) (9,16) (5,8) (15,22) (15,16) (8,9) (5,9);
set El[18] := (1,18) (11,18) (11,22) (7,22) (7,19) (1,19) (1,22) (1,7) (18,19) (1,11) (11,19) (19,22) (7,18);
