data;

param num_top:=18;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 4 9 11 12 23;
set Nl[2] := 1 3 14 19 21 22;
set Nl[3] := 5 11 12 16 19 20;
set Nl[4] := 1 6 11 12 17 19;
set Nl[5] := 2 11 15 19 22 23;
set Nl[6] := 4 13 16 17 19 23;
set Nl[7] := 3 7 8 10 16 20;
set Nl[8] := 3 11 13 14 15 22;
set Nl[9] := 1 2 5 10 16 20;
set Nl[10] := 3 6 14 17 20 23;
set Nl[11] := 1 4 16 17 18 21;
set Nl[12] := 3 4 8 11 13 19;
set Nl[13] := 2 4 14 17 19 20;
set Nl[14] := 6 9 11 14 18 21;
set Nl[15] := 6 7 9 12 17 20;
set Nl[16] := 1 3 7 9 13 22;
set Nl[17] := 4 9 11 14 17 22;
set Nl[18] := 6 9 11 15 17 20;

set El[1] := (1,11) (4,11) (4,12) (9,12) (9,23) (1,23) (1,4) (11,12) (1,9) (4,9) (1,12) (11,23) (12,23);
set El[2] := (1,3) (3,14) (14,19) (19,21) (21,22) (1,22) (19,22) (3,21) (14,22) (3,19) (3,22) (14,21) (1,19);
set El[3] := (5,11) (11,12) (12,16) (16,19) (19,20) (5,20) (11,16) (11,20) (12,19) (5,16) (5,12) (11,19) (5,19);
set El[4] := (1,12) (6,12) (6,17) (11,17) (11,19) (1,19) (11,12) (12,19) (17,19) (12,17) (6,19) (1,17) (1,6);
set El[5] := (2,11) (11,15) (15,19) (19,22) (22,23) (2,23) (15,23) (2,19) (11,23) (2,15) (11,22) (15,22) (11,19);
set El[6] := (4,17) (13,17) (13,19) (16,19) (16,23) (4,23) (13,23) (13,16) (17,19) (4,16) (17,23) (4,13) (19,23);
set El[7] := (3,7) (7,8) (8,10) (10,16) (16,20) (3,20) (7,16) (10,20) (7,20) (7,10) (3,10) (3,8) (3,16);
set El[8] := (3,11) (11,13) (13,14) (14,15) (15,22) (3,22) (11,22) (13,22) (11,14) (3,13) (11,15) (14,22) (3,14);
set El[9] := (1,10) (2,10) (2,16) (5,16) (5,20) (1,20) (5,10) (2,20) (16,20) (1,5) (10,20) (1,2) (1,16);
set El[10] := (3,17) (6,17) (6,20) (14,20) (14,23) (3,23) (6,23) (6,14) (3,14) (20,23) (17,23) (3,20) (14,17);
set El[11] := (1,4) (4,16) (16,17) (17,18) (18,21) (1,21) (1,17) (17,21) (1,18) (16,21) (4,21) (16,18) (4,18);
set El[12] := (3,11) (4,11) (4,13) (8,13) (8,19) (3,19) (13,19) (3,8) (3,13) (8,11) (11,13) (4,19) (4,8);
set El[13] := (2,4) (4,14) (14,17) (17,19) (19,20) (2,20) (2,19) (14,20) (2,14) (4,19) (17,20) (4,17) (14,19);
set El[14] := (6,14) (9,14) (9,18) (11,18) (11,21) (6,21) (14,18) (14,21) (11,14) (9,11) (6,11) (6,9) (18,21);
set El[15] := (6,12) (7,12) (7,17) (9,17) (9,20) (6,20) (6,17) (12,17) (17,20) (6,7) (6,9) (12,20) (7,9);
set El[16] := (1,9) (3,9) (3,13) (7,13) (7,22) (1,22) (1,13) (1,3) (13,22) (9,22) (3,22) (3,7) (9,13);
set El[17] := (4,14) (9,14) (9,17) (11,17) (11,22) (4,22) (14,17) (4,11) (4,9) (9,22) (9,11) (4,17) (14,22);
set El[18] := (6,9) (9,11) (11,15) (15,17) (17,20) (6,20) (15,20) (6,17) (11,20) (9,17) (9,15) (6,15) (6,11);
