data;

param num_top:=25;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 6 8 21 22;
set Nl[2] := 5 9 14 19 20;
set Nl[3] := 1 15 19 21 22;
set Nl[4] := 1 4 7 8 12;
set Nl[5] := 4 6 8 14 23;
set Nl[6] := 6 7 8 18 23;
set Nl[7] := 3 5 6 16 22;
set Nl[8] := 1 14 15 17 21;
set Nl[9] := 1 8 15 18 19;
set Nl[10] := 4 10 11 13 23;
set Nl[11] := 2 4 5 15 19;
set Nl[12] := 7 9 10 19 22;
set Nl[13] := 3 4 10 21 22;
set Nl[14] := 5 10 12 14 18;
set Nl[15] := 2 4 10 11 12;
set Nl[16] := 3 4 5 11 15;
set Nl[17] := 1 3 4 15 21;
set Nl[18] := 2 6 8 9 21;
set Nl[19] := 3 7 10 13 19;
set Nl[20] := 4 8 10 21 23;
set Nl[21] := 2 5 9 10 21;
set Nl[22] := 9 12 17 21 23;
set Nl[23] := 3 11 17 19 22;
set Nl[24] := 5 6 8 10 20;
set Nl[25] := 5 11 12 13 15;

set El[1] := (1,6) (6,22) (21,22) (8,21) (1,8) (8,22) (6,8) (6,21) (1,21);
set El[2] := (5,9) (9,20) (19,20) (14,19) (5,14) (14,20) (9,19) (5,20) (5,19);
set El[3] := (1,15) (15,22) (21,22) (19,21) (1,19) (15,19) (15,21) (19,22) (1,21);
set El[4] := (1,4) (4,12) (8,12) (7,8) (1,7) (4,7) (7,12) (1,8) (1,12);
set El[5] := (4,6) (6,14) (14,23) (8,23) (4,8) (6,23) (4,14) (4,23) (8,14);
set El[6] := (6,7) (7,8) (8,23) (18,23) (6,18) (8,18) (7,18) (6,8) (7,23);
set El[7] := (3,5) (5,22) (16,22) (6,16) (3,6) (5,6) (5,16) (6,22) (3,16);
set El[8] := (1,14) (14,21) (17,21) (15,17) (1,15) (1,17) (14,17) (1,21) (15,21);
set El[9] := (1,8) (8,19) (18,19) (15,18) (1,15) (15,19) (1,18) (8,18) (8,15);
set El[10] := (4,10) (10,23) (13,23) (11,13) (4,11) (4,23) (4,13) (10,13) (11,23);
set El[11] := (2,4) (4,19) (15,19) (5,15) (2,5) (2,15) (2,19) (5,19) (4,5);
set El[12] := (7,10) (9,10) (9,19) (19,22) (7,22) (9,22) (10,22) (10,19) (7,9);
set El[13] := (3,4) (4,22) (21,22) (10,21) (3,10) (4,10) (10,22) (3,22) (3,21);
set El[14] := (5,10) (10,18) (14,18) (12,14) (5,12) (10,12) (5,14) (5,18) (10,14);
set El[15] := (2,4) (4,12) (11,12) (10,11) (2,10) (4,11) (2,11) (2,12) (10,12);
set El[16] := (3,4) (4,15) (11,15) (5,11) (3,5) (5,15) (3,15) (3,11) (4,5);
set El[17] := (1,3) (3,21) (15,21) (4,15) (1,4) (1,21) (3,4) (1,15) (3,15);
set El[18] := (2,6) (6,9) (9,21) (8,21) (2,8) (2,21) (6,8) (6,21) (8,9);
set El[19] := (3,7) (7,19) (13,19) (10,13) (3,10) (3,19) (7,13) (10,19) (3,13);
set El[20] := (4,8) (8,23) (21,23) (10,21) (4,10) (8,21) (8,10) (4,23) (10,23);
set El[21] := (2,5) (5,21) (10,21) (9,10) (2,9) (9,21) (2,21) (5,9) (5,10);
set El[22] := (9,12) (12,23) (21,23) (17,21) (9,17) (9,23) (12,21) (12,17) (17,23);
set El[23] := (3,11) (11,22) (19,22) (17,19) (3,17) (11,19) (3,22) (11,17) (17,22);
set El[24] := (5,6) (6,20) (10,20) (8,10) (5,8) (6,8) (8,20) (6,10) (5,10);
set El[25] := (5,11) (11,15) (13,15) (12,13) (5,12) (5,13) (11,12) (5,15) (12,15);
