data;

param num_top:=12;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 5 6 9 14 21;
set Nl[2] := 5 6 7 10 18 20;
set Nl[3] := 1 9 12 16 19 21;
set Nl[4] := 1 7 10 11 19 21;
set Nl[5] := 2 5 6 10 11 20;
set Nl[6] := 1 5 7 13 14 22;
set Nl[7] := 6 8 10 11 19 21;
set Nl[8] := 10 11 12 13 17 20;
set Nl[9] := 6 9 11 12 19 23;
set Nl[10] := 9 10 15 16 19 23;
set Nl[11] := 4 6 10 13 17 20;
set Nl[12] := 1 2 3 8 9 13;

set El[1] := (1,9) (5,9) (5,14) (6,14) (6,21) (1,21) (1,14);
set El[2] := (5,10) (6,10) (6,18) (7,18) (7,20) (5,20) (6,20);
set El[3] := (1,16) (9,16) (9,19) (12,19) (12,21) (1,21) (9,21);
set El[4] := (1,11) (10,11) (10,21) (7,21) (7,19) (1,19) (11,19);
set El[5] := (2,5) (5,6) (6,10) (10,11) (11,20) (2,20) (5,20);
set El[6] := (1,13) (5,13) (5,14) (7,14) (7,22) (1,22) (14,22);
set El[7] := (6,11) (10,11) (10,21) (8,21) (8,19) (6,19) (8,10);
set El[8] := (10,11) (11,12) (12,13) (13,17) (17,20) (10,20) (11,20);
set El[9] := (6,12) (9,12) (9,19) (11,19) (11,23) (6,23) (9,11);
set El[10] := (9,10) (10,15) (15,16) (16,19) (19,23) (9,23) (10,19);
set El[11] := (4,13) (6,13) (6,17) (10,17) (10,20) (4,20) (10,13);
set El[12] := (1,8) (2,8) (2,9) (3,9) (3,13) (1,13) (3,8);
