data;

param num_top:=10;

#nodes and edges of the physical network
param n := 23;

set E := (1,2) (1,3) (1,4) (1,5) (1,6) (2,3) (2,8) (3,13) (3,9) (4,5) (4,13) (4,14) (4,16) (5,16) (5,18) (6,7) (6,18) (7,8) (7,21) (7,22) (7,23) (8,23) (9,10) (9,11) (9,13) (10,11) (10,12) (10,13) (11,12) (12,13) (12,15) (14,15) (14,20) (15,20) (16,17) (16,19) (16,20) (17,18) (17,19) (18,21) (19,20) (21,22) (22,23) ;

#nodes and edges of the virtual networks
set Nl[1] := 1 8 11 16 18;
set Nl[2] := 2 7 11 12 22;
set Nl[3] := 2 10 16 18 22;
set Nl[4] := 3 7 12 13 14;
set Nl[5] := 11 13 14 17 22;
set Nl[6] := 1 4 10 15 18;
set Nl[7] := 2 12 16 19 22;
set Nl[8] := 1 11 20 21 23;
set Nl[9] := 5 10 17 18 23;
set Nl[10] := 6 9 10 11 12;

set El[1] := (1,8) (8,18) (16,18) (11,16) (1,11) (8,16) (8,11) (1,16);
set El[2] := (2,7) (7,22) (12,22) (11,12) (2,11) (11,22) (7,12) (7,11);
set El[3] := (2,10) (10,22) (18,22) (16,18) (2,16) (10,18) (2,18) (16,22);
set El[4] := (3,7) (7,14) (13,14) (12,13) (3,12) (3,14) (7,13) (3,13);
set El[5] := (11,13) (13,22) (17,22) (14,17) (11,14) (11,17) (14,22) (13,14);
set El[6] := (1,4) (4,18) (15,18) (10,15) (1,10) (10,18) (4,10) (1,15);
set El[7] := (2,12) (12,22) (19,22) (16,19) (2,16) (2,22) (12,19) (2,19);
set El[8] := (1,11) (11,23) (21,23) (20,21) (1,20) (1,21) (1,23) (11,20);
set El[9] := (5,10) (10,23) (18,23) (17,18) (5,17) (17,23) (10,18) (5,23);
set El[10] := (6,9) (9,12) (11,12) (10,11) (6,10) (6,11) (6,12) (9,11);
